,mut_NB_f4,mut_NB_f5
g01703,122,74
g01704,64,58
g01705,306,180
g01706,12,7
g01707,1923,1714
g01708,27,25
g01709,1,0
g01710,12,4
g01711,0,0
g01712,17,19
g01713,1088,692
g01714,5,4
g01715,0,35
g01716,2343,1645
g01717,62,51
g01718,9,11
g01719,556,566
g01720,0,1
g01721,472,246
g01722,876,729
g01723,5,1
g01724,1,3
g01725,0,0
g01726,38,25
g01727,80,62
g01728,101,79
g01729,2152,2173
g01730,7151,7251
g01731,17,11
g01732,0,0
g01733,67,47
g01734,45,58
g01735,11819,9530
g01736,6,18
g01737,175,166
g01738,0,0
g01739,2802,2425
g01740,807,705
g01741,49,34
g01742,4,2
g01743,1,3
g01744,813,574
g01745,0,0
g01746,0,0
g01747,3,2
g01748,0,0
g01749,1650,1340
g01750,3,3
g01751,3,2
g01752,5,5
g01753,1,0
g01754,0,0
g01755,0,0
g01756,0,0
g01757,1,3
g01758,0,0
g01759,122,154
g01760,400,397
g01761,2,1
g01762,284,252
g01763,1,0
g01764,0,0
g01765,4,3
g01766,3,0
g01767,32,14
g01768,1,0
g01769,10,1
g01770,0,0
g01771,1,0
g01772,182,129
g01773,180,137
g01774,20,17
g01775,1,4
g01776,174,161
g01777,1,6
g01778,61,43
g01779,21,14
g01780,2889,6512
g01781,478,925
g01782,0,0
g01783,0,1
g01784,33,15
g01785,621,686
g01786,17,10
g01787,5,6
g01788,367,188
g01789,919,487
g01790,0,0
g01791,0,0
g01792,1,0
g01793,0,2
g01794,515,392
g01795,153,106
g01796,2135,1673
g01797,8,10
g01798,84,47
g01799,1,0
g01800,38,24
g01801,41,48
g01802,3325,2438
g01803,115,50
g01804,0,0
g01805,0,0
g01806,236,247
g01807,342,634
g01808,568,549
g01809,110,106
g01810,702,681
g01811,204,136
g01812,176,174
g01813,74,32
g01814,45,18
g01815,4337,6820
g01816,9,12
g01817,38,38
g01818,0,0
g01819,150,138
g01820,279,149
g01821,33,17
g01822,0,0
g01823,0,0
g01824,7,16
g01825,5439,4621
g01826,1,1
g01827,544,306
g01828,62,39
g01829,0,0
g01830,233,134
g01831,4,2
g01832,1015,1065
g01833,217,135
g01834,380,235
g01835,1,0
g01836,938,810
g01837,1108,892
g01838,342,234
g01839,21,18
g01840,13,37
g01841,0,0
g01842,1,4
g01843,0,0
g01844,198,170
g01845,0,0
g01846,246,149
g01847,0,0
g01848,1198,1362
g01849,11,10
g01850,0,1
g01851,220,166
g01852,38,24
g01853,682,538
g01854,18,16
g01855,177,145
g01856,1175,1176
g01857,250,246
g01858,449,290
g01859,1,0
g01860,1245,769
g01861,6,5
g01862,27,32
g01863,289,272
g01864,24,40
g01865,601,554
g01866,282,307
g01867,6,5
g01868,0,0
g01869,0,0
g01870,5,8
g01871,180,169
g01872,1486,1219
g01873,133,110
g01874,255,247
g01875,8,11
g01876,3,2
g01877,3,1
g01878,3,0
g01879,0,0
g01880,0,0
g01881,1910,1496
g01882,3361,2989
g01883,86,58
g01884,395,290
g01885,369,274
g01886,2,1
g01887,14,14
g01888,8,4
g01889,2398,2290
g01890,0,0
g01891,0,0
g01892,4,2
g01893,9,15
g01894,818,670
g01895,65,76
g01896,49,37
g01897,1698,1758
g01898,1746,1646
g01899,0,0
g01900,2,0
g01901,13,7
g01902,201,146
g01903,1,0
g01904,2,12
g01905,0,0
g01906,131,145
g01907,110,107
g01908,142,142
g01909,306,408
g01910,0,0
g01911,0,0
g01912,0,0
g01913,161,134
g01914,0,0
g01915,0,3
g01916,1,12
g01917,0,0
g01918,1,2
g01919,0,1
g01920,368,266
g01921,374,320
g01922,0,1
g01923,3,2
g01924,0,0
g01925,0,0
g01926,157,112
g01927,113,166
g01928,1,4
g01929,1,1
g01930,8,3
g01931,0,0
g01932,1664,3423
g01933,909,678
g01934,28,28
g01935,85,55
g01936,0,0
g01937,0,0
g01938,9,8
g01939,435,580
g01940,11,11
g01941,468,406
g01942,3,6
g01943,15,14
g01944,42,61
g01945,2,0
g01946,0,0
g01947,0,0
g01948,110,89
g01949,0,0
g01950,0,0
g01951,78,47
g01952,5,4
g01953,5,3
g01954,1073,810
g01955,884,718
g01956,50,40
g01957,5,2
g01958,51,51
g01959,424,282
g01960,1399,1460
g01961,149,145
g01962,0,1
g01963,0,2
g01964,138,274
g01965,57,99
g01966,269,458
g01967,30,17
g01968,0,0
g01969,94,86
g01970,663,286
g01971,0,1
g01972,178,152
g01973,199,87
g01974,0,2
g01975,239,214
g01976,11,7
g01977,1053,676
g01978,715,575
g01979,932,727
g01980,2,1
g01981,25,5
g01982,34,14
g01983,20,5
g01984,15,6
g01985,7,8
g01986,28,3
g01987,8,5
g01988,26,14
g01989,3,2
g01990,15,8
g01991,6,2
g01992,2,2
g01993,10,2
g01994,4,0
g01995,13,0
g01996,8,2
g01997,1,0
g01998,10,2
g01999,28,9
g02000,19,4
g02001,11,2
g02002,111,37
g02003,14,1
g02004,79,72
g02005,16,4
g02006,58,25
g02007,1797,2113
g02008,2,0
g02009,9,6
g02010,48,44
g02011,206,142
g02012,349,266
g02013,229,212
g02014,1921,1838
g02015,2780,2796
g02016,1199,1069
g02017,1933,1013
g02018,87,80
g02019,0,0
g02020,0,0
g02021,2732,1512
g02022,35,30
g02023,0,1
g02024,12177,16414
g02025,2,3
g02026,4,0
g02027,0,0
g02028,0,0
g02029,0,0
g02030,0,0
g02031,0,0
g02032,0,0
g02033,0,0
g02034,0,1
g02035,376,311
g02036,0,0
g02037,0,0
g02038,0,0
g02039,2,0
g02040,571,482
g02041,1513,1109
g02042,0,0
g02043,3,0
g02044,1,4
g02045,0,0
g02046,0,0
g02047,1,0
g02048,101,83
g02049,712,704
g02050,17,15
g02051,2819,2902
g02052,3,9
g02053,323,206
g02054,467,212
g02055,1133,1039
g02056,295,200
g02057,213,156
g02058,25,28
g02059,429,625
g02060,1,2
g02061,104,97
g02062,2089,2021
g02063,357,273
g02064,1,0
g02065,1,0
g02066,4,1
g02067,8,12
g02068,303,351
g02069,185,239
g02070,311,372
g02071,22,9
g02072,489,232
g02073,432,384
g02074,91,48
g02075,2902,1978
g02076,399,563
g02077,1128,651
g02078,84,62
g02079,324,321
g02080,33,31
g02081,1625,1375
g02082,683,689
g02083,561,566
g02084,2216,2572
g02085,967,1065
g02086,3126,2538
g02087,814,672
g02088,49,41
g02089,22,18
g02090,220,123
g02091,404,371
g02092,8,10
g02093,1019,808
g02094,14,7
g02095,2680,2309
g02096,67,38
g02097,260,196
g02098,29,18
g02099,267,382
g02100,101,55
g02101,2,2
g02102,201,142
g02103,354,335
g02104,589,429
g02105,589,429
g02106,607,345
g02107,0,0
g02108,1,0
g02109,588,440
g02110,184,160
g02111,619,665
g02112,58,76
g02113,43,56
g02114,448,543
g02115,1290,1046
g02116,215,210
g02117,3718,3168
g02118,167,168
g02119,20,15
g02120,1645,1256
g02121,773,562
g02122,164,155
g02123,168,145
g02124,5,4
g02125,5,3
g02126,165,187
g02127,7,5
g02128,10,11
g02129,4,4
g02130,322,279
g02131,10,5
g02132,278,301
g02133,277,179
g02134,844,303
g02135,273,185
g02136,85,81
g02137,563,414
g02138,1058,1010
g02139,6270,5234
g02140,21,25
g02141,2051,1505
g02142,3043,2243
g02143,282,263
g02144,32866,25505
g02145,14,4
g02146,3618,2584
g02147,511,413
g02148,5,1
g02149,1,0
g02150,6,2
g02151,119,71
g02152,31,27
g02153,338,283
g02154,438,294
g02155,21,16
g02156,1834,1109
g02157,673,450
g02158,313,227
g02159,0,1
g02160,0,0
g02161,909,642
g02162,128,88
g02163,76,41
g02164,506,399
g02165,851,637
g02166,22,18
g02167,6,8
g02168,186,68
g02169,16,43
g02170,1018,937
g02171,109,42
g02172,612,392
g02173,417,257
g02174,1579,2211
g02175,8,7
g02176,7,5
g02177,15,10
g02178,150,124
g02179,286,262
g02180,4,2
g02181,0,0
g02182,3,2
g02183,0,1
g02184,0,0
g02185,0,0
g02186,0,0
g02187,0,0
g02188,1,0
g02189,4,4
g02190,15,14
g02191,2,5
g02192,20,20
g02193,17,19
g02194,0,0
g02195,9,21
g02196,0,0
g02197,0,0
g02198,22,10
g02199,63,37
g02200,11,12
g02201,141,151
g02202,96,83
g02203,1,0
g02204,4804,3719
g02205,607,420
g02206,23,41
g02207,2,1
g02208,264,165
g02209,175,280
g02210,560,408
g02211,1651,1071
g02212,3,0
g02213,166,141
g02214,797,979
g02215,2,6
g02216,508,464
g02217,15,21
g02218,381,423
g02219,1,0
g02220,0,0
g02221,40,28
g02222,0,1
g02223,32,41
g02224,10,21
g02225,370,500
g02226,343,260
g02227,0,0
g02228,0,0
g02229,0,0
g02230,304,276
g02231,925,583
g02232,29,15
g02233,844,757
g02234,6936,5080
g02235,183,170
g02236,84,84
g02237,1,2
g02238,86,154
g02239,1,0
g02240,0,0
g02241,0,0
g02242,5,3
g02243,1462,1115
g02244,19,5
g02245,63,22
g02246,1,1
g02247,0,0
g02248,0,0
g02249,5,0
g02250,0,0
g02251,0,0
g02252,23,60
g02253,0,0
g02254,0,0
g02255,1,0
g02256,21,11
g02257,3,0
g02258,45,32
g02259,185,160
g02260,1,2
g02261,351,285
g02262,0,1
g02263,23,32
g02264,118,97
g02265,0,0
g02266,2,1
g02267,210,197
g02268,477,490
g02269,497,339
g02270,1,2
g02271,127,65
g02272,0,1
g02273,2,1
g02274,425,318
g02275,25,15
g02276,237,176
g02277,9,42
g02278,0,0
g02279,128,63
g02280,18,32
g02281,1659,1439
g02282,560,446
g02283,598,497
g02284,4,7
g02285,0,0
g02286,1,1
g02287,0,0
g02288,0,0
g02289,0,0
g02290,54,59
g02291,0,0
g02292,6,3
g02293,387,372
g02294,3,2
g02295,37,63
g02296,1,0
g02297,400,489
g02298,22171,17675
g02299,6,1
g02300,36,38
g02301,167,175
g02302,81,90
g02303,40,18
g02304,0,0
g02305,1,2
g02306,2,0
g02307,890,852
g02308,0,0
g02309,0,1
g02310,370,279
g02311,496,403
g02312,80,71
g02313,127,115
g02314,95,81
g02315,0,0
g02316,4110,3788
g02317,45,45
g02318,163,160
g02319,49,31
g02320,88,65
g02321,1,2
g02322,346,170
g02323,19,24
g02324,223,227
g02325,184,176
g02326,1289,1112
g02327,4,2
g02328,1157,986
g02329,1,4
g02330,4003,3516
g02331,0,0
g02332,0,0
g02333,268,280
g02334,69,90
g02335,0,0
g02336,1,1
g02337,1,0
g02338,0,0
g02339,0,0
g02340,0,0
g02341,0,0
g02342,687,850
g02343,38,42
g02344,112,125
g02345,14,38
g02346,219,670
g02347,0,0
g02348,0,0
g02349,0,0
g02350,63,49
g02351,0,0
g02352,0,0
g02353,0,0
g02354,0,0
g02355,0,0
g02356,0,0
g02357,525,411
g02358,144,103
g02359,328,259
g02360,0,1
g02361,3,1
g02362,0,0
g02363,8,6
g02364,426,498
g02365,3,2
g02366,3,4
g02367,0,0
g02368,0,0
g02369,0,0
g02370,0,0
g02371,0,0
g02372,0,0
g02373,33,36
g02374,3,1
g02375,91,58
g02376,298,220
g02377,0,0
g02378,2,0
g02379,0,1
g02380,1,0
g02381,1,2
g02382,0,0
g02383,2,2
g02384,0,0
g02385,5,10
g02386,3098,2270
g02387,215,202
g02388,7,4
g02389,0,0
g02390,639,1005
g02391,1,0
g02392,55,65
g02393,0,0
g02394,9,29
g02395,45,35
g02396,0,0
g02397,409,571
g02398,4,4
g02399,296,310
g02400,1,0
g02401,94,156
g02402,0,0
g02403,0,0
g02404,289,291
g02405,35,44
g02406,0,0
g02407,1,0
g02408,0,0
g02409,0,0
g02410,0,0
g02411,0,0
g02412,1415,1274
g02413,0,0
g02414,1,0
g02415,21,17
g02416,215,268
g02417,0,0
g02418,626,416
g02419,3,5
g02420,470,407
g02421,44,75
g02422,1266,1240
g02423,6,12
g02424,1,3
g02425,0,0
g02426,3,5
g02427,0,0
g02428,1,0
g02429,6,14
g02430,16,14
g02431,6,3
g02432,1,1
g02433,749,658
g02434,39,45
g02435,0,0
g02436,0,1
g02437,145,125
g02438,2,3
g02439,0,1
g02440,0,0
g02441,0,0
g02442,1,0
g02443,3,0
g02444,787,546
g02445,2015,1607
g02446,521,416
g02447,329,242
g02448,0,0
g02449,17,9
g02450,0,0
g02451,1074,709
g02452,8715,4107
g02453,844,636
g02454,21,35
g02455,207,152
g02456,268,294
g02457,431,422
g02458,1,0
g02459,40,25
g02460,0,0
g02461,0,0
g02462,0,0
g02463,0,0
g02464,0,0
g02465,0,0
g02466,0,0
g02467,0,0
g02468,1,0
g02469,333,241
g02470,0,1
g02471,0,0
g02472,0,0
g02473,1220,1028
g02474,0,0
g02475,96,69
g02476,7,12
g02477,201,143
g02478,93,99
g02479,312,254
g02480,22,16
g02481,31,23
g02482,13,9
g02483,4,1
g02484,2,2
g02485,0,0
g02486,0,0
g02487,0,0
g02488,22,37
g02489,3,5
g02490,331,242
g02491,13,20
g02492,0,0
g02493,5,3
g02494,448,415
g02495,219,262
g02496,405,289
g02497,739,698
g02498,0,1
g02499,61,65
g02500,225,290
g02501,4,2
g02502,13,2
g02503,123,80
g02504,0,0
g02505,2,1
g02506,0,0
g02507,38,24
g02508,1,0
g02509,2016,1644
g02510,1391,1097
g02511,0,0
g02512,1,0
g02513,0,0
g02514,2,0
g02515,8,4
g02516,824,628
g02517,16,12
g02518,3055,2831
g02519,0,0
g02520,179,158
g02521,41,58
g02522,126,86
g02523,33,20
g02524,66,81
g02525,16,8
g02526,377,292
g02527,569,636
g02528,345,389
g02529,5,8
g02530,10,5
g02531,2330,2043
g02532,449,368
g02533,27,11
g02534,21,15
g02535,119,90
g02536,86,54
g02537,577,389
g02538,42,27
g02539,1924,1464
g02540,435,387
g02541,73,71
g02542,544,526
g02543,37,16
g02544,166,102
g02545,0,0
g02546,1,0
g02547,780,655
g02548,18,8
g02549,1245,4460
g02550,511,422
g02551,12,31
g02552,7509,5042
g02553,2059,1426
g02554,404,508
g02555,11,6
g02556,77,105
g02557,0,6
g02558,0,0
g02559,567,490
g02560,11,12
g02561,1706,1159
g02562,1499,990
g02563,11,14
g02564,9,2
g02565,0,1
g02566,13,19
g02567,0,1
g02568,7925,4263
g02569,0,0
g02570,110,59
g02571,729,679
g02572,261,295
g02573,141,159
g02574,5550,5920
g02575,2,4
g02576,3503,2906
g02577,578,475
g02578,20,12
g02579,147,90
g02580,1,2
g02581,77,49
g02582,10,3
g02583,0,0
g02584,146,108
g02585,7,2
g02586,681,448
g02587,242,218
g02588,3798,3613
g02589,70,60
g02590,736,434
g02591,6,3
g02592,199,198
g02593,520,399
g02594,1447,1010
g02595,664,637
g02596,9,6
g02597,24,10
g02598,109,59
g02599,70,36
g02600,3418,2895
g02601,3947,3840
g02602,4811,4546
g02603,1,0
g02604,3004,2779
g02605,43,50
g02606,52,64
g02607,671,523
g02608,179,103
g02609,257,167
g02610,1574,1194
g02611,227,141
g02612,27,17
g02613,64,51
g02614,768,620
g02615,743,670
g02616,27,31
g02617,15,5
g02618,162,155
g02619,15,18
g02620,200,157
g02621,20,12
g02622,0,0
g02623,0,0
g02624,0,0
g02625,0,0
g02626,0,0
g02627,0,0
g02628,0,0
g02629,0,0
g02630,0,0
g02631,0,0
g02632,0,0
g02633,0,0
g02634,0,0
g02635,0,0
g02636,0,0
g02637,0,0
g02638,0,0
g02639,0,0
g02640,0,0
g02641,0,0
g02642,0,0
g02643,0,0
g02644,0,0
g02645,0,0
g02646,0,0
g02647,0,0
g02648,0,0
g02649,0,0
g02650,0,0
g02651,0,0
g02652,0,0
g02653,0,0
g02654,0,0
g02655,0,0
g02656,0,0
g02657,0,0
g02658,0,0
g02659,0,0
g02660,0,0
g02661,0,0
g02662,0,0
g02663,0,0
g02664,0,0
g02665,0,0
g02666,0,0
g02667,0,0
g02668,0,0
g02669,0,0
g02670,0,0
g02671,0,0
g02672,0,0
g02673,0,0
g02674,0,0
g02675,0,0
g02676,0,0
g02677,0,0
g02678,0,0
g02679,0,0
g02680,0,0
g02681,0,0
g02682,0,1
g02683,4,5
g02684,0,2
g02685,0,0
g02686,0,0
g02687,0,0
g02688,0,0
g02689,45,41
g02690,247,118
g02691,713,650
g02692,393,359
g02693,54,43
g02694,25,5
g02695,9,0
g02696,129,83
g02697,6508,5314
g02698,628,500
g02699,70,75
g02700,627,456
g02701,37,28
g02702,10,6
g02703,128,48
g02704,1346,931
g02705,540,422
g02706,2,3
g02707,17,63
g02708,552,421
g02709,649,422
g02710,1724,1015
g02711,539,557
g02712,52,57
g02713,718,603
g02714,94,27
g02715,0,0
g02716,54,97
g02717,2,0
g02718,8,9
g02719,335,245
g02720,182,102
g02721,3,1
g02722,49,28
g02723,675,587
g02724,1268,1010
g02725,150,139
g02726,3,0
g02727,3,1
g02728,0,2
g02729,2921,1958
g02730,0,0
g02731,855,816
g02732,536,453
g02733,29,38
g02734,1,1
g02735,815,637
g02736,28,33
g02737,418,382
g02738,5,4
g02739,2026,1645
g02740,77,69
g02741,1113,1089
g02742,29,29
g02743,1886,1568
g02744,99,46
g02745,9,5
g02746,1868,1711
g02747,635,525
g02748,876,859
g02749,110,94
g02750,1,2
g02751,1,3
g02752,185,207
g02753,152,132
g02754,29,42
g02755,1982,1991
g02756,164,85
g02757,437,375
g02758,30,25
g02759,105,97
g02760,24,96
g02761,13,24
g02762,1676,1509
g02763,19,5
g02764,51,55
g02765,678,581
g02766,7,4
g02767,86,94
g02768,596,517
g02769,16,21
g02770,200,187
g02771,4233,3981
g02772,1090,1035
g02773,104,114
g02774,175,156
g02775,2213,1671
g02776,41,26
g02777,3,2
g02778,66,45
g02779,77,81
g02780,16,27
g02781,362,412
g02782,2,0
g02783,0,0
g02784,1,0
g02785,9,2
g02786,0,0
g02787,0,0
g02788,11,26
g02789,0,0
g02790,0,0
g02791,79,145
g02792,0,0
g02793,231,155
g02794,0,0
g02795,94,57
g02796,22,21
g02797,983,684
g02798,2,1
g02799,2,1
g02800,1,3
g02801,5,2
g02802,7,4
g02803,0,0
g02804,29,20
g02805,14,16
g02806,3,1
g02807,0,0
g02808,182,213
g02809,6169,5622
g02810,322,227
g02811,0,0
g02812,0,0
g02813,0,1
g02814,2,4
g02815,2,1
g02816,1589,1895
g02817,140,184
g02818,1,2
g02819,3,4
g02820,17,26
g02821,1,4
g02822,638,509
g02823,215,214
g02824,62,56
g02825,112,90
g02826,54,66
g02827,0,0
g02828,114,95
g02829,4,5
g02830,0,0
g02831,0,0
g02832,81,53
g02833,1361,1127
g02834,2285,2063
g02835,350,236
g02836,155,99
g02837,891,691
g02838,2064,1735
g02839,4466,2585
g02840,2207,1864
g02841,1204,1080
g02842,183,216
g02843,0,1
g02844,0,1
g02845,777,801
g02846,11,16
g02847,1,3
g02848,73,55
g02849,16,12
g02850,231,270
g02851,111,135
g02852,56,56
g02853,791,762
g02854,3,8
g02855,1,1
g02856,715,548
g02857,3531,2699
g02858,464,387
g02859,9,3
g02860,9,0
g02861,4,2
g02862,305,199
g02863,1661,1184
g02864,597,453
g02865,143,67
g02866,188,230
g02867,0,2
g02868,303,322
g02869,3,0
g02870,0,2
g02871,0,0
g02872,2,0
g02873,39,42
g02874,33,20
g02875,0,0
g02876,2,2
g02877,1,0
g02878,0,0
g02879,0,0
g02880,0,0
g02881,35,35
g02882,157,118
g02883,1438,1155
g02884,40,78
g02885,37,33
g02886,44,34
g02887,126,85
g02888,25,13
g02889,1,0
g02890,2220,2086
g02891,96,114
g02892,1,1
g02893,3464,3683
g02894,0,1
g02895,3,1
g02896,3613,2410
g02897,14,5
g02898,120,72
g02899,59,55
g02900,37,26
g02901,18,17
g02902,624,585
g02903,1167,1130
g02904,1,0
g02905,20,69
g02906,6,28
g02907,1,0
g02908,2,0
g02909,213,240
g02910,1130,823
g02911,139,114
g02912,212,172
g02913,96,45
g02914,2,5
g02915,96,45
g02916,0,0
g02917,53,22
g02918,0,0
g02919,247,152
g02920,157,140
g02921,4,6
g02922,2031,1850
g02923,880,715
g02924,0,0
g02925,3,1
g02926,1000,834
g02927,11,15
g02928,0,2
g02929,39,38
g02930,282,285
g02931,7,3
g02932,3,3
g02933,1,1
g02934,7,19
g02935,0,0
g02936,30,35
g02937,1,6
g02938,46,24
g02939,9,25
g02940,0,0
g02941,559,499
g02942,0,0
g02943,1,1
g02944,2058,1647
g02945,1003,959
g02946,85,98
g02947,362,217
g02948,0,0
g02949,299,274
g02950,26,31
g02951,85,69
g02952,364,268
g02953,4,2
g02954,0,0
g02955,0,0
g02956,1,3
g02957,28,28
g02958,1749,983
g02959,0,0
g02960,105,104
g02961,624,510
g02962,3,14
g02963,8,8
g02964,13,14
g02965,224,176
g02966,380,300
g02967,0,0
g02968,0,0
g02969,51,50
g02970,459,303
g02971,13,7
g02972,0,0
g02973,0,0
g02974,2176,1770
g02975,119,115
g02976,58,84
g02977,8,8
g02978,395,710
g02979,5472,4010
g02980,749,535
g02981,2854,1780
g02982,38,10
g02983,4,0
g02984,1,1
g02985,55,59
g02986,12,14
g02987,0,0
g02988,0,0
g02989,0,0
g02990,0,0
g02991,0,0
g02992,1,0
g02993,2,1
g02994,0,0
g02995,0,0
g02996,0,11
g02997,6415,4658
g02998,11660,8411
g02999,24,17
g03000,5,2
g03001,812,642
g03002,458,377
g03003,341,296
g03004,14,1
g03005,1,0
g03006,0,0
g03007,0,1
g03008,0,0
g03009,0,0
g03010,0,0
g03011,0,0
g03012,2,2
g03013,0,0
g03014,1,0
g03015,0,0
g03016,3,1
g03017,156,169
g03018,404,447
g03019,0,0
g03020,0,0
g03021,0,0
g03022,0,0
g03023,0,0
g03024,0,0
g03025,0,0
g03026,0,0
g03027,0,0
g03028,0,0
g03029,0,0
g03030,0,0
g03031,0,0
g03032,0,0
g03033,0,0
g03034,4,5
g03035,0,3
g03036,896,872
g03037,1,1
g03038,3,8
g03039,151,93
g03040,0,1
g03041,157,159
g03042,2,0
g03043,759,660
g03044,71,67
g03045,1123,851
g03046,104,64
g03047,10,9
g03048,533,523
g03049,3185,2892
g03050,0,0
g03051,1324,1061
g03052,779,609
g03053,7,25
g03054,21,25
g03055,9,0
g03056,0,0
g03057,6,5
g03058,23,21
g03059,2,0
g03060,0,0
g03061,0,0
g03062,0,0
g03063,0,0
g03064,0,0
g03065,0,0
g03066,4,2
g03067,0,0
g03068,0,0
g03069,0,0
g03070,435,251
g03071,48,28
g03072,187,137
g03073,2684,2651
g03074,1153,1130
g03075,682,446
g03076,721,625
g03077,165,124
g03078,104,63
g03079,699,645
g03080,1149,771
g03081,555,301
g03082,402,156
g03083,241,125
g03084,547,454
g03085,65,35
g03086,3974,3361
g03087,25,14
g03088,10,1
g03089,1,1
g03090,0,0
g03091,1097,1061
g03092,33,23
g03093,4,3
g03094,1418,1641
g03095,309,319
g03096,23,16
g03097,0,2
g03098,1574,1396
g03099,6,13
g03100,4095,3493
g03101,5,6
g03102,165,327
g03103,1,0
g03104,0,0
g03105,5,9
g03106,0,0
g03107,9,14
g03108,1,0
g03109,5187,3927
g03110,0,0
g03111,203,161
g03112,0,0
g03113,0,0
g03114,260,204
g03115,1,0
g03116,15,7
g03117,0,2
g03118,40,45
g03119,123,93
g03120,1583,1116
g03121,1248,855
g03122,272,177
g03123,0,0
g03124,0,1
g03125,0,0
g03126,5,44
g03127,0,17
g03128,0,0
g03129,266,246
g03130,1227,833
g03131,180,210
g03132,0,0
g03133,6,13
g03134,983,695
g03135,26,29
g03136,649,544
g03137,145,115
g03138,3,6
g03139,218,126
g03140,9033,5815
g03141,5,2
g03142,79,87
g03143,4,9
g03144,0,0
g03145,958,803
g03146,1538,1006
g03147,171,181
g03148,478,504
g03149,1813,1133
g03150,637,543
g03151,6,3
g03152,0,1
g03153,0,0
g03154,2,1
g03155,1447,856
g03156,291,230
g03157,229,173
g03158,7,7
g03159,179,129
g03160,0,0
g03161,1998,2135
g03162,33,37
g03163,0,0
g03164,158,128
g03165,247,161
g03166,38,38
g03167,1,3
g03168,11,2
g03169,8,6
g03170,1043,872
g03171,753,625
g03172,572,615
g03173,1454,1154
g03174,0,0
g03175,0,0
g03176,0,0
g03177,0,0
g03178,0,0
g03179,0,0
g03180,0,0
g03181,0,0
g03182,0,0
g03183,0,0
g03184,0,0
g03185,1,0
g03186,0,0
g03187,0,0
g03188,0,0
g03189,0,0
g03190,0,0
g03191,0,0
g03192,0,0
g03193,0,0
g03194,0,0
g03195,0,0
g03196,0,0
g03197,0,0
g03198,0,0
g03199,0,0
g03200,0,0
g03201,0,0
g03202,0,0
g03203,41,24
g03204,30,15
g03205,66,66
g03206,0,0
g03207,1346,1092
g03208,23,42
g03209,8,13
g03210,358,255
g03211,4,1
g03212,8,6
g03213,310,337
g03214,26,31
g03215,0,0
g03216,79,75
g03217,5,5
g03218,20,12
g03219,383,334
g03220,112,71
g03221,240,173
g03222,145,159
g03223,1759,1483
g03224,24,8
g03225,0,3
g03226,1,0
g03227,227,226
g03228,285,238
g03229,109,66
g03230,75,40
g03231,42,23
g03232,3,4
g03233,1,0
g03234,0,1
g03235,0,0
g03236,6216,5079
g03237,101,78
g03238,18,79
g03239,229,263
g03240,44,29
g03241,339,320
g03242,64,45
g03243,0,2
g03244,167,166
g03245,34,15
g03246,3,6
g03247,293,127
g03248,16,7
g03249,1928,1337
g03250,3279,2779
g03251,36,30
g03252,363,295
g03253,556,422
g03254,344,300
g03255,27,13
g03256,892,620
g03257,0,0
g03258,1118,836
g03259,1118,644
g03260,52,42
g03261,1,0
g03262,119,87
g03263,325,273
g03264,172,116
g03265,0,0
g03266,95,84
g03267,283,268
g03268,624,534
g03269,83,52
g03270,1845,1457
g03271,1332,1483
g03272,2,4
g03273,1208,1016
g03274,7,2
g03275,792,656
g03276,115,99
g03277,1,1
g03278,6,10
g03279,0,0
g03280,1,2
g03281,19,27
g03282,213,149
g03283,1,1
g03284,18,21
g03285,1109,942
g03286,1044,545
g03287,642,382
g03288,5698,3473
g03289,60,41
g03290,213,165
g03291,306,267
g03292,32,28
g03293,42,81
g03294,95,166
g03295,19,24
g03296,143,139
g03297,2722,2240
g03298,55,49
g03299,5,5
g03300,6,2
g03301,596,742
g03302,591,739
g03303,10,14
g03304,4,3
g03305,157,101
g03306,12,8
g03307,7,2
g03308,6,0
g03309,47,55
g03310,73,93
g03311,7,12
g03312,3,1
g03313,367,488
g03314,33,55
g03315,199,140
g03316,0,0
g03317,0,0
g03318,16,22
g03319,282,219
g03320,95,122
g03321,15,16
g03322,13,2
g03323,11,5
g03324,561,429
g03325,16,12
g03326,0,1
g03327,0,0
g03328,4955,3493
g03329,5,8
g03330,511,548
g03331,46,78
g03332,0,1
g03333,0,0
g03334,3,5
g03335,0,3
g03336,13,13
g03337,109,57
g03338,318,244
g03339,2,1
g03340,1,0
g03341,0,1
g03342,0,1
g03343,256,177
g03344,36,27
g03345,1,2
g03346,451,346
g03347,8610,5669
g03348,32,26
g03349,67,69
g03350,1,0
g03351,3,1
g03352,85,132
g03353,21,24
g03354,0,0
g03355,249,209
g03356,16,19
g03357,29,17
g03358,31,59
g03359,5,9
g03360,10,5
g03361,3,5
g03362,0,0
g03363,280,306
g03364,6148,4134
g03365,923,702
g03366,942,777
g03367,0,0
g03368,4,3
g03369,15,17
g03370,11,11
g03371,410,321
g03372,7,7
g03373,146,119
g03374,49,33
g03375,501,261
g03376,40,23
g03377,4,4
g03378,743,831
g03379,2789,1672
g03380,1,6
g03381,3,4
g03382,6421,4732
g03383,12025,9341
g03384,13,4
g03385,1,1
g03386,147,93
g03387,503,555
g03388,20,34
g03389,4913,2561
g03390,1341,975
g03391,7,7
g03392,172,186
g03393,59,69
g03394,423,436
g03395,7,7
g03396,9,13
g03397,52,53
g03398,226,186
g03399,1,2
g03400,2,0
g03401,0,5
g03402,1019,765
g03403,4,3
g03404,20,14
g03405,601,489
g03406,1,0
g03407,189,94
