,wt_NB_f5,wt_NB_f4
g09165,44,32
g09166,155,163
g09167,20,13
g09168,54,58
g09169,89,112
g09170,490,637
g09171,750,1135
g09172,844,987
g09173,3,1
g09174,641,616
g09175,279,242
g09176,0,0
g09177,1,2
g09178,16,10
g09179,2,2
g09180,0,0
g09181,1,0
g09182,59,69
g09183,394,386
g09184,1,2
g09185,13,26
g09186,0,0
g09187,0,0
g09188,0,0
g09189,879,754
g09190,10,7
g09191,17,12
g09192,19,31
g09193,1,1
g09194,0,0
g09195,0,0
g09196,25,17
g09197,1,1
g09198,0,0
g09199,2,3
g09200,4,2
g09201,0,0
g09202,0,0
g09203,31,38
g09204,295,292
g09205,38,30
g09206,2577,2877
g09207,103,56
g09208,3,1
g09209,7,7
g09210,1645,1753
g09211,3432,1937
g09212,76,69
g09213,120,111
g09214,5240,5698
g09215,0,0
g09216,0,0
g09217,810,995
g09218,125,157
g09219,0,1
g09220,0,0
g09221,0,0
g09222,559,841
g09223,0,0
g09224,1,1
g09225,0,0
g09226,0,0
g09227,686,801
g09228,4,3
g09229,103,338
g09230,3261,3253
g09231,743,600
g09232,0,0
g09233,0,0
g09234,0,0
g09235,359,223
g09236,0,0
g09237,2,1
g09238,7,13
g09239,3,1
g09240,979,958
g09241,31,27
g09242,371,325
g09243,478,658
g09244,161,119
g09245,3550,4345
g09246,541,575
g09247,4,3
g09248,6,7
g09249,0,0
g09250,609,510
g09251,0,0
g09252,1362,1109
g09253,2,1
g09254,2,6
g09255,302,346
g09256,187,127
g09257,311,303
g09258,721,573
g09259,141,164
g09260,72,44
g09261,40,52
g09262,2,0
g09263,429,635
g09264,143,182
g09265,0,0
g09266,0,0
g09267,215,268
g09268,913,1117
g09269,1,2
g09270,1,4
g09271,1,0
g09272,6,18
g09273,1335,1342
g09274,6,9
g09275,0,0
g09276,273,131
g09277,1339,1692
g09278,43,64
g09279,1,9
g09280,1,0
g09281,0,0
g09282,503,790
g09283,587,687
g09284,189,231
g09285,35,29
g09286,332,355
g09287,15,11
g09288,0,1
g09289,759,956
g09290,296,279
g09291,1,1
g09292,379,338
g09293,2,1
g09294,15,25
g09295,3,3
g09296,2357,1599
g09297,59,61
g09298,126,67
g09299,0,0
g09300,0,0
g09301,32,27
g09302,78,63
g09303,0,1
g09304,56,40
g09305,4,3
g09306,475,402
g09307,7,15
g09308,193,209
g09309,18,5
g09310,0,0
g09311,12,1
g09312,1,1
g09313,129,154
g09314,114,72
g09315,18,14
g09316,0,0
g09317,37,60
g09318,54,53
g09319,731,763
g09320,39,32
g09321,1643,599
g09322,77,72
g09323,2562,3382
g09324,2,1
g09325,2,0
g09326,1,0
g09327,16,11
g09328,1,2
g09329,1724,1458
g09330,1,1
g09331,81,120
g09332,6451,6599
g09333,1435,2055
g09334,20992,17819
g09335,0,0
g09336,5,9
g09337,3,2
g09338,118,568
g09339,27,13
g09340,41,27
g09341,65,84
g09342,2808,2366
g09343,28,27
g09344,0,0
g09345,34,29
g09346,1,0
g09347,87,102
g09348,90,88
g09349,0,2
g09350,65,60
g09351,149,133
g09352,1302,1084
g09353,5,5
g09354,0,1
g09355,32,32
g09356,2366,2345
g09357,2,2
g09358,0,0
g09359,72,50
g09360,0,3
g09361,0,0
g09362,225,158
g09363,0,1
g09364,126,110
g09365,176,117
g09366,187,209
g09367,26,35
g09368,3,4
g09369,8,29
g09370,0,0
g09371,5,6
g09372,2,1
g09373,4,1
g09374,9,13
g09375,0,0
g09376,22,17
g09377,6,1
g09378,36,26
g09379,4,7
g09380,4,2
g09381,0,0
g09382,1,0
g09383,0,0
g09384,71,66
g09385,18,27
g09386,3,12
g09387,1592,3177
g09388,5,4
g09389,2342,2373
g09390,508,356
g09391,1293,1032
g09392,18,11
g09393,65,87
g09394,4,2
g09395,175,212
g09396,2,1
g09397,128,110
g09398,67,48
g09399,0,2
g09400,0,0
g09401,1,2
g09402,1,0
g09403,36,34
g09404,3,3
g09405,72,111
g09406,515,513
g09407,9,19
g09408,0,2
g09409,75,92
g09410,0,0
g09411,0,0
g09412,0,0
g09413,10,6
g09414,143,162
g09415,3,4
g09416,2,4
g09417,39,47
g09418,46,41
g09419,3,6
g09420,585,540
g09421,13,19
g09422,293,267
g09423,0,0
g09424,0,1
g09425,0,1
g09426,0,0
g09427,38,20
g09428,5,2
g09429,0,0
g09430,0,0
g09431,0,0
g09432,33,28
g09433,56,57
g09434,0,0
g09435,0,0
g09436,0,0
g09437,34,14
g09438,0,0
g09439,282,298
g09440,0,1
g09441,0,0
g09442,0,0
g09443,0,0
g09444,322,217
g09445,0,0
g09446,0,0
g09447,0,0
g09448,3,8
g09449,185,216
g09450,11,20
g09451,469,386
g09452,0,0
g09453,0,0
g09454,0,0
g09455,671,408
g09456,1,0
g09457,23,40
g09458,0,0
g09459,13,22
g09460,103,85
g09461,378,319
g09462,93,88
g09463,124,118
g09464,124,196
g09465,4,11
g09466,56,55
g09467,958,892
g09468,6,7
g09469,3753,4161
g09470,0,0
g09471,1,2
g09472,644,467
g09473,123,96
g09474,112,129
g09475,607,711
g09476,0,0
g09477,32,34
g09478,2,1
g09479,355,298
g09480,25,29
g09481,140,202
g09482,13,20
g09483,0,0
g09484,0,1
g09485,419,527
g09486,2,2
g09487,760,701
g09488,0,3
g09489,0,0
g09490,1,0
g09491,0,1
g09492,1,0
g09493,0,0
g09494,0,0
g09495,0,0
g09496,0,0
g09497,0,0
g09498,0,0
g09499,0,0
g09500,0,0
g09501,0,0
g09502,0,0
g09503,0,0
g09504,0,0
g09505,0,0
g09506,0,0
g09507,0,0
g09508,0,0
g09509,0,0
g09510,0,0
g09511,0,0
g09512,0,0
g09513,0,0
g09514,0,0
g09515,0,0
g09516,0,0
g09517,365,266
g09518,1235,1477
g09519,19,21
g09520,0,0
g09521,0,0
g09522,88,73
g09523,110,161
g09524,150,194
g09525,191,263
g09526,5,14
g09527,0,0
g09528,148,119
g09529,106,165
g09530,23,39
g09531,369,381
g09532,1,0
g09533,0,0
g09534,984,1052
g09535,1489,2142
g09536,2,1
g09537,0,0
g09538,0,0
g09539,83,68
g09540,0,0
g09541,0,0
g09542,0,0
g09543,2009,1232
g09544,82,58
g09545,0,0
g09546,0,0
g09547,0,0
g09548,115,149
g09549,2,4
g09550,0,0
g09551,1673,837
g09552,3,10
g09553,0,0
g09554,2060,1747
g09555,28,41
g09556,7,2
g09557,6,2
g09558,0,0
g09559,0,0
g09560,1,3
g09561,1378,1326
g09562,24,19
g09563,216,130
g09564,9,6
g09565,0,0
g09566,1,0
g09567,0,0
g09568,0,0
g09569,0,0
g09570,2,3
g09571,0,0
g09572,0,0
g09573,0,0
g09574,2,0
g09575,239,255
g09576,7,7
g09577,266,203
g09578,507,544
g09579,4763,4028
g09580,31,89
g09581,0,2
g09582,247,195
g09583,0,0
g09584,23,16
g09585,85,53
g09586,467,455
g09587,26,29
g09588,797,973
g09589,1078,888
g09590,6,7
g09591,1,0
g09592,1744,1172
g09593,3,1
g09594,4,3
g09595,0,0
g09596,5,2
g09597,11,9
g09598,0,0
g09599,73,110
g09600,1,0
g09601,0,0
g09602,0,0
g09603,0,0
g09604,18,7
g09605,23,24
g09606,3,1
g09607,5,0
g09608,15,5
g09609,14,5
g09610,0,0
g09611,0,0
g09612,0,0
g09613,0,0
g09614,0,0
g09615,0,0
g09616,0,0
g09617,0,0
g09618,0,0
g09619,0,1
g09620,0,0
g09621,0,0
g09622,0,1
g09623,0,0
g09624,0,0
g09625,0,0
g09626,0,0
g09627,0,0
g09628,0,3
g09629,0,0
g09630,0,1
g09631,11138,9503
g09632,61,59
g09633,45,58
g09634,313,295
g09635,41,28
g09636,0,0
g09637,28,37
g09638,1,0
g09639,0,0
g09640,154,115
g09641,0,3
g09642,67,65
g09643,139,163
g09644,4,5
g09645,316,302
g09646,0,0
g09647,0,0
g09648,0,0
g09649,1,2
g09650,25,32
g09651,138,332
g09652,1,0
g09653,307,336
g09654,426,458
g09655,784,741
g09656,96,77
g09657,46,72
g09658,557,434
g09659,4771,4152
g09660,29,46
g09661,20,22
g09662,53,52
g09663,141,170
g09664,797,757
g09665,83,64
g09666,37,36
g09667,0,0
g09668,24,30
g09669,0,1
g09670,1,0
g09671,0,0
g09672,854,1078
g09673,1,1
g09674,0,4
g09675,221,182
g09676,0,0
g09677,0,0
g09678,0,0
g09679,57,59
g09680,214,119
g09681,388,389
g09682,1607,1283
g09683,300,452
g09684,34,26
g09685,0,2
g09686,2,2
g09687,159,81
g09688,10,8
g09689,90,124
g09690,1257,1352
g09691,62,106
g09692,641,696
g09693,0,2
g09694,177,102
g09695,2,4
g09696,4231,3231
g09697,8,6
g09698,1,2
g09699,97,68
g09700,1491,1482
g09701,4,4
g09702,831,918
g09703,68,46
g09704,15,20
g09705,16,5
g09706,0,4
g09707,0,2
g09708,0,0
g09709,3,1
g09710,3,6
g09711,12,12
g09712,33,66
g09713,6,15
g09714,99,101
g09715,2,1
g09716,5,9
g09717,908,852
g09718,170,255
g09719,4051,5772
g09720,430,375
g09721,18,5
g09722,12,10
g09723,63,65
g09724,730,764
g09725,9,10
g09726,49,46
g09727,39,42
g09728,2,8
g09729,0,0
g09730,0,0
g09731,0,0
g09732,0,0
g09733,0,0
g09734,0,0
g09735,1848,1450
g09736,197,222
g09737,7,5
g09738,0,0
g09739,26,31
g09740,109,443
g09741,905,1229
g09742,191,275
g09743,92,113
g09744,315,272
g09745,685,737
g09746,73,69
g09747,9,6
g09748,2,1
g09749,24,20
g09750,0,0
g09751,0,0
g09752,1,1
g09753,7,5
g09754,73,31
g09755,7817,10780
g09756,10,4
g09757,0,0
g09758,0,0
g09759,9,9
g09760,32,22
g09761,4,3
g09762,0,0
g09763,9,3
g09764,2,2
g09765,3,7
g09766,27,156
g09767,7,3
g09768,0,0
g09769,6,2
g09770,1,3
g09771,13,12
g09772,0,0
g09773,4,3
g09774,108,89
g09775,0,0
g09776,0,0
g09777,4,17
g09778,27,38
g09779,3,5
g09780,1,2
g09781,1,1
g09782,0,1
g09783,5,4
g09784,8,3
g09785,0,0
g09786,0,0
g09787,0,1
g09788,0,0
g09789,1052,821
g09790,3,3
g09791,0,0
g09792,1,0
g09793,0,0
g09794,66,52
g09795,1,1
g09796,1909,2658
g09797,433,465
g09798,2,11
g09799,0,0
g09800,0,0
g09801,0,0
g09802,0,1
g09803,0,0
g09804,78,93
g09805,1090,1041
g09806,8,5
g09807,9,16
g09808,2,3
g09809,0,1
g09810,11,14
g09811,159,124
g09812,1375,1290
g09813,1,0
g09814,212,215
g09815,185,204
g09816,0,0
g09817,281,342
g09818,607,533
g09819,0,0
g09820,1,1
g09821,0,0
g09822,1,2
g09823,0,0
g09824,0,0
g09825,0,0
g09826,0,0
g09827,1,0
g09828,4,7
g09829,0,0
g09830,2,1
g09831,35,25
g09832,4632,4298
g09833,1,1
g09834,0,0
g09835,0,0
g09836,0,0
g09837,13,22
g09838,187,180
g09839,8,5
g09840,48,51
g09841,8,7
g09842,470,490
g09843,539,506
g09844,48,42
g09845,0,0
g09846,4,5
g09847,0,0
g09848,0,0
g09849,4,0
g09850,0,0
g09851,2,0
g09852,34,32
g09853,0,0
g09854,0,0
g09855,56,78
g09856,185,216
g09857,812,936
g09858,145,136
g09859,115,121
g09860,60,72
g09861,0,0
g09862,909,754
g09863,819,623
g09864,0,0
g09865,101,82
g09866,17,3
g09867,4,9
g09868,84,94
g09869,5,11
g09870,284,220
g09871,4,3
g09872,607,625
g09873,0,0
g09874,0,3
g09875,3,1
g09876,2,0
g09877,26,36
g09878,6,5
g09879,0,0
g09880,0,0
g09881,0,1
g09882,0,0
g09883,0,0
g09884,0,0
g09885,0,0
g09886,0,0
g09887,0,0
g09888,0,0
g09889,0,0
g09890,0,0
g09891,0,0
g09892,0,0
g09893,0,0
g09894,0,0
g09895,0,0
g09896,0,0
g09897,0,0
g09898,0,0
g09899,0,0
g09900,0,0
g09901,0,0
g09902,0,0
g09903,0,0
g09904,0,0
g09905,0,0
g09906,0,0
g09907,0,0
g09908,0,0
g09909,0,0
g09910,0,0
g09911,0,0
g09912,0,0
g09913,1,0
g09914,0,0
g09915,0,0
g09916,3031,3073
g09917,0,0
g09918,118,132
g09919,1,3
g09920,0,0
g09921,0,0
g09922,0,0
g09923,0,0
g09924,0,0
g09925,0,0
g09926,0,0
g09927,46,29
g09928,32,46
g09929,96,128
g09930,43,46
g09931,44,43
g09932,190,128
g09933,21,33
g09934,21,9
g09935,33,36
g09936,20,20
g09937,23,30
g09938,15,26
g09939,88,64
g09940,93,89
g09941,6,13
g09942,23,20
g09943,0,0
g09944,2,4
g09945,40,26
g09946,67,54
g09947,39,39
g09948,32,30
g09949,9,9
g09950,0,0
g09951,0,0
g09952,3,4
g09953,95,147
g09954,0,0
g09955,0,0
g09956,14,13
g09957,0,0
g09958,0,0
g09959,0,0
g09960,0,0
g09961,4,4
g09962,32,30
g09963,55,35
g09964,5,2
g09965,0,0
g09966,854,1484
g09967,245,228
g09968,809,567
g09969,74,124
g09970,1,2
g09971,0,0
g09972,1,0
g09973,104,102
g09974,282,283
g09975,225,279
g09976,146,284
g09977,104,151
g09978,39,27
g09979,1,4
g09980,6337,5076
g09981,67,69
g09982,394,359
g09983,3,2
g09984,7,2
g09985,2,4
g09986,0,0
g09987,0,0
g09988,0,0
g09989,0,0
g09990,0,0
g09991,0,0
g09992,2,1
g09993,24,68
g09994,248,326
g09995,2250,3272
g09996,1522,1588
g09997,36,31
g09998,349,284
g09999,413,471
g10000,26,20
g10001,152,146
g10002,44,56
g10003,0,1
g10004,0,0
g10005,1492,2022
g10006,184,292
g10007,316,276
g10008,30,55
g10009,1793,5054
g10010,507,592
g10011,77,60
g10012,385,311
g10013,142,105
g10014,22,24
g10015,731,758
g10016,12,15
g10017,4,8
g10018,390,465
g10019,905,873
g10020,13,16
g10021,4,5
g10022,0,0
g10023,975,1401
g10024,2,1
g10025,44,41
g10026,7,18
g10027,355,301
g10028,2,3
g10029,16,11
g10030,65,44
g10031,2159,2099
g10032,16,9
g10033,459,381
g10034,1,3
g10035,355,337
g10036,43,27
g10037,0,1
g10038,86,62
g10039,283,263
g10040,14,13
g10041,193,143
g10042,1196,2473
g10043,142,113
g10044,156,101
g10045,52,53
g10046,267,271
g10047,214,213
g10048,644,787
g10049,252,255
g10050,14,9
g10051,112,117
g10052,0,1
g10053,672,754
g10054,10,7
g10055,243,168
g10056,187,152
g10057,235,224
g10058,98,99
g10059,22,20
g10060,162,203
g10061,7,9
g10062,1,1
g10063,0,0
g10064,0,0
g10065,1,1
g10066,24,24
g10067,1,0
g10068,4,7
g10069,0,0
g10070,0,0
g10071,0,2
g10072,1,0
g10073,76,37
g10074,3,1
g10075,17,16
g10076,63,59
g10077,18,14
g10078,1,3
g10079,2,22
g10080,237,223
g10081,136,96
g10082,12,21
g10083,288,298
g10084,17,22
g10085,17,17
g10086,446,422
g10087,1166,1180
g10088,1493,1617
g10089,101,81
g10090,579,553
g10091,51,45
g10092,30,22
g10093,133,71
g10094,177,166
g10095,511,607
g10096,9,3
g10097,61,46
g10098,391,353
g10099,0,4
g10100,0,3
g10101,721,782
g10102,2160,2496
g10103,34,38
g10104,794,821
g10105,360,333
g10106,100,88
g10107,8,6
g10108,312,332
g10109,493,455
g10110,2,2
g10111,24,12
g10112,115,40
g10113,2796,3416
g10114,18,25
g10115,775,798
g10116,77,45
g10117,1729,2678
g10118,125,211
g10119,0,1
g10120,350,184
g10121,722,985
g10122,571,513
g10123,66,65
g10124,0,0
g10125,6,15
g10126,29,47
g10127,175,133
g10128,33,32
g10129,0,0
g10130,218,274
g10131,60,59
g10132,206,134
g10133,3815,4455
g10134,442,396
g10135,2,13
g10136,515,554
g10137,0,1
g10138,45,6
g10139,0,0
g10140,104,89
g10141,131,158
g10142,574,511
g10143,448,431
g10144,1,1
g10145,2,2
g10146,1470,1326
g10147,100,83
g10148,493,551
g10149,111,91
g10150,566,563
g10151,15,18
g10152,23,16
g10153,15,25
g10154,154,165
g10155,211,211
g10156,975,793
g10157,22,10
g10158,237,279
g10159,187,156
g10160,1861,2537
g10161,8,10
g10162,2956,3078
g10163,22,11
g10164,37,50
g10165,2,2
g10166,0,0
g10167,0,0
g10168,14,32
g10169,7524,9752
g10170,8,6
g10171,2862,3335
g10172,4188,6578
g10173,472,596
g10174,3496,4676
g10175,20,17
g10176,0,0
g10177,0,1
g10178,747,794
g10179,661,711
g10180,530,592
g10181,2,4
g10182,1816,2318
g10183,210,263
g10184,275,176
g10185,227,206
g10186,397,410
g10187,0,1
g10188,3,2
g10189,1301,1047
g10190,29,14
g10191,2142,2833
g10192,0,1
g10193,672,426
g10194,34,22
g10195,239,250
g10196,1,0
g10197,283,263
g10198,137,146
g10199,47,22
g10200,587,693
g10201,553,553
g10202,20,22
g10203,611,665
g10204,8,9
g10205,114,88
g10206,0,0
g10207,0,0
g10208,1,2
g10209,269,744
g10210,0,0
g10211,0,0
g10212,0,0
g10213,0,0
g10214,1,0
g10215,0,1
g10216,39,113
g10217,17,11
g10218,88,110
g10219,444,338
g10220,182,157
g10221,75,81
g10222,64,52
g10223,6,10
g10224,53,60
g10225,3957,3244
g10226,11,15
g10227,338,212
g10228,0,1
g10229,304,214
g10230,3697,3056
g10231,88,92
g10232,1503,1552
g10233,1276,976
g10234,684,765
g10235,189,178
g10236,564,494
g10237,6,12
g10238,1,5
g10239,1,2
g10240,2690,2437
g10241,85,85
g10242,21,12
g10243,0,0
g10244,0,0
g10245,0,0
g10246,1151,1120
g10247,4,2
g10248,149,110
g10249,22,23
g10250,0,0
g10251,88,126
g10252,6,1
g10253,32,40
g10254,49,44
g10255,39,23
g10256,0,0
g10257,46,29
g10258,0,0
g10259,0,0
g10260,0,0
g10261,0,0
g10262,0,0
g10263,49,38
g10264,0,0
g10265,53,37
g10266,45,64
g10267,71,65
g10268,0,1
g10269,82,66
g10270,13,28
g10271,130,145
g10272,24,16
g10273,934,797
g10274,322,400
g10275,87,101
g10276,218,256
g10277,39,60
g10278,2,3
g10279,43,79
g10280,26,36
g10281,571,450
g10282,25,20
g10283,18,38
g10284,0,0
g10285,5,15
g10286,272,298
g10287,432,473
g10288,81,72
g10289,438,396
g10290,774,943
g10291,135,127
g10292,387,337
g10293,29,28
g10294,572,687
g10295,605,408
g10296,3,1
g10297,6,19
g10298,267,318
g10299,187,165
g10300,82,69
g10301,1,3
g10302,158,140
g10303,629,593
g10304,312,414
g10305,23,36
g10306,0,0
g10307,0,0
g10308,0,1
g10309,2,0
g10310,1621,1718
g10311,16,24
g10312,1,3
g10313,2,7
g10314,6,5
g10315,136,151
g10316,8,15
g10317,49,35
g10318,19,13
g10319,0,0
g10320,11,37
g10321,8,20
g10322,3,12
g10323,0,0
g10324,0,0
g10325,0,0
g10326,0,0
g10327,0,0
g10328,0,0
g10329,0,0
g10330,0,0
g10331,1,11
g10332,4,8
g10333,185,154
g10334,14,12
g10335,120,101
g10336,66,65
g10337,18,36
g10338,227,268
g10339,4,3
g10340,73,81
g10341,684,492
g10342,19,24
g10343,3,2
g10344,2,0
g10345,8,13
g10346,136,114
g10347,153,168
g10348,1065,1055
g10349,271,259
g10350,31,38
g10351,15,18
g10352,24,28
g10353,786,860
g10354,0,0
g10355,79,80
g10356,115,91
g10357,2,1
g10358,731,2034
g10359,333,1168
g10360,16,14
g10361,96,62
g10362,961,655
g10363,6,9
g10364,5,3
g10365,13,24
g10366,886,1043
g10367,482,300
g10368,96,90
g10369,28,27
g10370,17657,16071
g10371,4,12
g10372,1026,1257
g10373,2,8
g10374,314,377
g10375,0,0
g10376,32,56
g10377,3249,3414
g10378,69,113
g10379,229,290
g10380,6,9
g10381,1860,1808
g10382,2074,1620
g10383,10,6
g10384,11,9
g10385,1,3
g10386,2,7
g10387,3,7
g10388,70,78
g10389,6,5
g10390,1126,905
g10391,500,390
g10392,542,623
g10393,212,242
g10394,1,0
g10395,0,1
g10396,10,11
g10397,0,0
g10398,0,0
g10399,0,0
g10400,0,0
g10401,0,0
g10402,0,0
g10403,67,62
g10404,67,69
g10405,38,269
g10406,24302,28280
g10407,31,34
g10408,1,3
g10409,1,5
g10410,0,1
g10411,197,176
g10412,71,79
g10413,1083,1035
g10414,2,0
g10415,1475,807
g10416,177,467
g10417,110,133
g10418,1937,1062
g10419,155,184
g10420,5,8
g10421,51,39
g10422,30,51
g10423,502,486
g10424,18,21
g10425,76,53
g10426,40,44
g10427,165,104
g10428,368,602
g10429,9,12
g10430,2,4
g10431,2,8
g10432,1374,1191
g10433,9,3
g10434,52,35
g10435,382,322
g10436,27,32
g10437,119,62
g10438,336,430
g10439,207,270
g10440,7,1
g10441,8,3
g10442,5,7
g10443,0,0
g10444,25,29
g10445,5,5
g10446,1,0
g10447,0,0
g10448,0,0
g10449,3,1
g10450,1,1
g10451,2,2
g10452,0,0
g10453,122,157
g10454,188,174
g10455,2,1
g10456,0,0
g10457,0,0
g10458,0,0
g10459,0,0
g10460,0,0
g10461,1,0
g10462,0,0
g10463,0,0
g10464,0,0
g10465,0,1
g10466,363,276
g10467,41,45
g10468,2,0
g10469,0,0
g10470,0,1
g10471,0,1
g10472,779,2256
g10473,198,188
g10474,80,81
g10475,26,14
g10476,0,0
g10477,0,0
g10478,5,2
g10479,0,0
g10480,32,58
g10481,0,0
g10482,0,0
g10483,0,0
g10484,0,0
g10485,1,0
g10486,1,18
g10487,0,0
g10488,0,0
g10489,0,0
g10490,0,0
g10491,0,2
g10492,0,0
g10493,0,0
g10494,0,0
g10495,0,0
g10496,0,0
g10497,0,0
g10498,0,0
g10499,0,0
g10500,0,0
g10501,0,1
g10502,0,2
g10503,0,0
g10504,0,0
g10505,0,0
g10506,0,0
g10507,0,0
g10508,0,0
g10509,0,0
g10510,0,0
g10511,0,0
g10512,0,0
g10513,0,0
g10514,0,0
g10515,0,0
g10516,0,0
g10517,0,0
g10518,0,0
g10519,0,0
g10520,0,0
g10521,0,0
g10522,0,0
g10523,0,0
g10524,0,0
g10525,0,0
g10526,0,0
g10527,0,0
g10528,0,1
g10529,0,0
g10530,0,0
g10531,0,0
g10532,0,0
g10533,0,0
g10534,0,0
g10535,0,0
g10536,0,0
g10537,0,0
g10538,465807,407973
g10539,0,0
g10540,0,0
g10541,1,0
g10542,3,7
g10543,0,0
g10544,0,0
g10545,0,0
g10546,0,0
g10547,0,0
g10548,0,0
g10549,0,1
g10550,6,9
g10551,0,0
g10552,36,23
g10553,295,252
g10554,35,29
g10555,1,1
g10556,0,0
g10557,3,4
g10558,2584,4335
g10559,1204,1119
g10560,64,60
g10561,1614,1270
g10562,45,28
g10563,2,1
g10564,0,1
g10565,15,8
g10566,0,0
g10567,0,1
g10568,80,161
g10569,29,44
g10570,4,8
g10571,126,193
g10572,49,69
g10573,2,2
g10574,17,11
g10575,2,3
g10576,28,11
g10577,16,24
g10578,14,9
g10579,2,0
g10580,279,315
g10581,5,11
g10582,91,105
g10583,0,0
g10584,7,3
g10585,3,2
g10586,134,127
g10587,9463,8231
g10588,37,16
g10589,3,1
g10590,10,31
g10591,2555,3076
g10592,176,257
g10593,185,234
g10594,0,0
g10595,0,0
g10596,1,0
g10597,579,477
g10598,177,139
g10599,4,7
g10600,52,52
g10601,1075,1377
g10602,200,237
g10603,577,681
g10604,1,1
g10605,209,208
g10606,818,1016
g10607,8,11
g10608,48,57
g10609,27,29
g10610,156,174
g10611,150,158
g10612,32,36
g10613,1,0
g10614,0,0
g10615,1,2
g10616,28,14
g10617,35,51
g10618,461,408
g10619,423,451
g10620,31,52
g10621,142,112
g10622,226,240
g10623,174,150
g10624,520,577
g10625,341,309
g10626,382,306
g10627,227,164
g10628,15,5
g10629,135,122
g10630,0,0
g10631,186,156
g10632,389,351
g10633,288,246
g10634,5,4
g10635,65,55
g10636,2,0
g10637,895,1002
g10638,0,1
g10639,25,47
g10640,73,59
g10641,0,0
g10642,4,1
g10643,74,65
g10644,1125,1057
g10645,270,242
g10646,803,742
g10647,673,442
g10648,229,320
g10649,231,248
g10650,749,451
g10651,160,97
g10652,0,3
g10653,5,2
g10654,0,3
g10655,0,0
g10656,50,57
g10657,483,403
g10658,290,295
g10659,0,1
g10660,0,0
g10661,0,0
g10662,0,0
g10663,2,1
g10664,0,0
g10665,2,0
g10666,2,2
g10667,1,0
g10668,7,4
g10669,0,1
g10670,96,160
g10671,77,116
g10672,5,12
g10673,0,0
g10674,0,0
g10675,0,0
g10676,0,0
g10677,0,0
g10678,1191,1336
g10679,178,205
g10680,1,3
g10681,38,49
g10682,0,0
g10683,0,0
g10684,11,20
g10685,1,0
g10686,261,164
g10687,0,0
g10688,682,634
g10689,110,76
g10690,2,0
g10691,0,0
g10692,0,0
g10693,1,0
g10694,6,4
g10695,1764,2762
g10696,32,51
g10697,305,379
g10698,54,24
g10699,8,5
g10700,0,0
g10701,0,0
g10702,0,0
g10703,0,0
g10704,2,1
g10705,0,0
g10706,0,0
g10707,0,0
g10708,0,0
g10709,1,1
g10710,32,47
g10711,28,31
g10712,31,28
g10713,3,5
g10714,13,6
g10715,101,63
g10716,5,7
g10717,18,32
g10718,604,603
g10719,272,188
g10720,1017,1672
g10721,153,137
g10722,556,771
g10723,73,94
g10724,8,1
g10725,0,1
g10726,1,0
g10727,6,6
g10728,8,12
g10729,217,162
g10730,230,176
g10731,0,0
g10732,0,0
g10733,1016,804
g10734,40,77
g10735,657,581
g10736,0,0
g10737,130,90
g10738,941,898
g10739,341,346
g10740,0,1
g10741,0,0
g10742,679,1121
g10743,564,543
g10744,457,575
g10745,615,558
g10746,44,36
g10747,987,717
g10748,0,7
g10749,495,459
g10750,63,80
g10751,397,318
g10752,0,2
g10753,905,1566
g10754,320,278
g10755,5,8
g10756,566,313
g10757,8,2
g10758,8,15
g10759,837,805
g10760,2657,3378
g10761,200,166
g10762,98,55
g10763,0,2
g10764,731,724
g10765,1036,906
g10766,0,0
g10767,13,11
g10768,154,253
g10769,30,57
g10770,4,3
g10771,3,2
g10772,2,1
g10773,0,0
g10774,0,1
g10775,1,1
g10776,409,429
g10777,38,37
g10778,11,24
g10779,22,18
g10780,0,0
g10781,0,0
g10782,0,0
g10783,2,2
g10784,10,16
g10785,273,268
g10786,232,265
g10787,9,14
g10788,136,148
g10789,1207,1352
g10790,437,417
g10791,0,0
g10792,2436,1210
g10793,0,0
g10794,0,0
g10795,0,0
g10796,68,95
g10797,1391,1513
g10798,6,2
g10799,133,126
g10800,682,642
g10801,3975,3814
g10802,219,183
g10803,1273,1010
g10804,470,574
g10805,586,536
g10806,229,318
g10807,61,65
g10808,0,0
g10809,0,1
g10810,37,55
g10811,0,0
g10812,89,101
g10813,0,0
g10814,189,331
g10815,18,32
g10816,0,0
g10817,24,21
g10818,21,14
g10819,0,0
g10820,1,0
g10821,150,122
g10822,2,0
g10823,71,75
g10824,2,4
g10825,19,30
g10826,0,0
g10827,4,7
g10828,49,57
g10829,3,2
g10830,0,0
g10831,1,0
g10832,0,0
g10833,279,286
g10834,685,733
g10835,371,446
g10836,28,43
g10837,139,188
g10838,24,37
g10839,0,0
g10840,0,0
g10841,493,491
g10842,17,19
g10843,10,12
g10844,37,32
g10845,925,697
g10846,0,0
g10847,4,6
g10848,62,93
g10849,0,0
g10850,1535,2950
g10851,3,1
g10852,1033,1324
g10853,63,68
g10854,180,146
g10855,0,2
g10856,1,0
g10857,12,14
g10858,1107,1485
g10859,0,0
g10860,312,367
g10861,265,252
g10862,0,1
g10863,803,980
g10864,124,124
g10865,4,7
g10866,333,369
g10867,3814,3518
g10868,180,160
g10869,62,69
g10870,7,4
g10871,256,198
g10872,0,0
g10873,135,105
g10874,92,74
g10875,0,0
g10876,0,0
g10877,1226,1620
g10878,420,358
g10879,126,146
g10880,53,51
g10881,138,150
g10882,5,4
