,wt_E14.5_f4,wt_E14.5_f5
g01682,39,62
g01683,8,3
g01684,0,1
g01685,8,4
g01686,5,5
g01687,2,3
g01688,141,176
g01689,264,306
g01690,371,446
g01691,150,156
g01692,96,159
g01693,577,690
g01694,0,0
g01695,1,8
g01696,8,5
g01697,308,440
g01698,86,152
g01699,2,4
g01700,0,0
g01701,370,481
g01702,0,3
g01703,233,265
g01704,476,570
g01705,237,317
g01706,2,8
g01707,1528,2202
g01708,9,16
g01709,0,1
g01710,15,12
g01711,0,0
g01712,165,193
g01713,665,829
g01714,40,62
g01715,0,0
g01716,464,583
g01717,72,92
g01718,11,10
g01719,1180,1627
g01720,0,2
g01721,222,240
g01722,922,1214
g01723,64,89
g01724,270,357
g01725,24,41
g01726,116,126
g01727,282,263
g01728,174,202
g01729,1239,1755
g01730,4478,6209
g01731,0,0
g01732,2,2
g01733,123,173
g01734,134,173
g01735,156,141
g01736,0,0
g01737,357,450
g01738,0,5
g01739,74,71
g01740,947,1191
g01741,26,55
g01742,48,88
g01743,116,151
g01744,390,418
g01745,7,6
g01746,26,46
g01747,818,1227
g01748,0,0
g01749,1483,1714
g01750,124,137
g01751,3,5
g01752,14,19
g01753,3,2
g01754,0,0
g01755,0,1
g01756,0,0
g01757,269,450
g01758,8,35
g01759,195,211
g01760,471,591
g01761,0,1
g01762,734,952
g01763,3,0
g01764,3,0
g01765,384,563
g01766,73,115
g01767,374,454
g01768,7,13
g01769,46,81
g01770,0,0
g01771,30,31
g01772,203,207
g01773,337,430
g01774,24,28
g01775,208,315
g01776,504,513
g01777,1,6
g01778,227,315
g01779,78,117
g01780,1858,2173
g01781,268,288
g01782,1,2
g01783,2,0
g01784,409,597
g01785,2437,3581
g01786,7,10
g01787,1595,2170
g01788,81,106
g01789,224,313
g01790,0,0
g01791,1,0
g01792,0,0
g01793,9,7
g01794,613,974
g01795,1353,1761
g01796,4048,4634
g01797,84,89
g01798,51,26
g01799,0,0
g01800,184,273
g01801,406,465
g01802,378,420
g01803,2160,2572
g01804,0,0
g01805,15,19
g01806,939,1207
g01807,1243,1423
g01808,341,463
g01809,86,88
g01810,446,609
g01811,441,510
g01812,183,249
g01813,1502,2309
g01814,265,285
g01815,5367,6796
g01816,56,70
g01817,230,261
g01818,15,23
g01819,188,257
g01820,470,528
g01821,57,52
g01822,0,3
g01823,1,1
g01824,52,99
g01825,1204,1403
g01826,1,1
g01827,288,329
g01828,39,43
g01829,4,3
g01830,658,838
g01831,0,2
g01832,199,281
g01833,71,64
g01834,202,237
g01835,1,4
g01836,892,968
g01837,2374,2729
g01838,452,446
g01839,360,436
g01840,1406,1598
g01841,0,0
g01842,179,215
g01843,1,1
g01844,127,168
g01845,8,6
g01846,97,163
g01847,1,8
g01848,939,1371
g01849,3,10
g01850,3,20
g01851,436,441
g01852,60,61
g01853,503,619
g01854,88,120
g01855,587,758
g01856,1606,1900
g01857,342,392
g01858,1158,1438
g01859,14,21
g01860,1719,2382
g01861,1,9
g01862,772,1245
g01863,235,253
g01864,262,337
g01865,1089,1469
g01866,628,798
g01867,11,5
g01868,1,3
g01869,1,3
g01870,213,307
g01871,70,92
g01872,585,709
g01873,42,42
g01874,368,484
g01875,58,78
g01876,144,206
g01877,47,86
g01878,177,256
g01879,6,12
g01880,1,0
g01881,991,1349
g01882,2483,3311
g01883,72,78
g01884,22,25
g01885,875,1071
g01886,1,1
g01887,30,47
g01888,71,82
g01889,510,624
g01890,0,0
g01891,0,0
g01892,7,6
g01893,665,657
g01894,501,589
g01895,52,69
g01896,963,957
g01897,1613,2389
g01898,902,1184
g01899,45,46
g01900,73,120
g01901,81,109
g01902,177,322
g01903,4,3
g01904,841,953
g01905,0,1
g01906,541,611
g01907,351,583
g01908,244,339
g01909,335,450
g01910,0,0
g01911,0,0
g01912,1,1
g01913,1201,1450
g01914,0,1
g01915,41,63
g01916,165,244
g01917,1,2
g01918,329,506
g01919,67,97
g01920,727,868
g01921,1756,2099
g01922,67,90
g01923,1,0
g01924,1,4
g01925,0,0
g01926,589,671
g01927,465,868
g01928,237,430
g01929,5,25
g01930,81,95
g01931,0,2
g01932,69,158
g01933,1190,1392
g01934,108,137
g01935,101,116
g01936,46,41
g01937,0,0
g01938,45,50
g01939,714,800
g01940,24,39
g01941,1076,1304
g01942,114,165
g01943,444,545
g01944,116,207
g01945,7,11
g01946,1,5
g01947,0,2
g01948,226,315
g01949,0,1
g01950,0,1
g01951,855,1121
g01952,67,84
g01953,184,256
g01954,1202,1469
g01955,1050,1116
g01956,54,71
g01957,18,19
g01958,126,166
g01959,851,1004
g01960,620,795
g01961,61,74
g01962,0,0
g01963,3,9
g01964,4420,5915
g01965,2384,3166
g01966,10489,13212
g01967,357,541
g01968,0,1
g01969,210,287
g01970,2160,2509
g01971,4,7
g01972,1228,1545
g01973,324,405
g01974,27,33
g01975,497,604
g01976,11,36
g01977,1063,1441
g01978,1891,2007
g01979,702,914
g01980,0,0
g01981,1,0
g01982,0,0
g01983,0,0
g01984,1,0
g01985,0,2
g01986,2,2
g01987,1,0
g01988,0,0
g01989,0,0
g01990,0,0
g01991,1,0
g01992,0,1
g01993,1,0
g01994,0,0
g01995,2,0
g01996,0,0
g01997,0,0
g01998,0,1
g01999,0,0
g02000,0,1
g02001,0,0
g02002,15,13
g02003,0,0
g02004,141,192
g02005,48,54
g02006,230,311
g02007,2127,2016
g02008,2,2
g02009,0,2
g02010,78,84
g02011,327,339
g02012,581,631
g02013,482,551
g02014,978,1181
g02015,892,1111
g02016,2182,2499
g02017,267,349
g02018,400,504
g02019,0,0
g02020,0,0
g02021,330,368
g02022,446,513
g02023,0,0
g02024,53,51
g02025,5,3
g02026,35,55
g02027,0,0
g02028,0,0
g02029,0,0
g02030,0,0
g02031,0,0
g02032,0,0
g02033,1,1
g02034,2,0
g02035,760,934
g02036,0,0
g02037,0,0
g02038,0,0
g02039,0,1
g02040,103,145
g02041,689,744
g02042,0,0
g02043,29,25
g02044,484,670
g02045,28,43
g02046,0,3
g02047,36,25
g02048,183,260
g02049,581,596
g02050,15,16
g02051,4075,5251
g02052,46,75
g02053,414,517
g02054,3,8
g02055,563,744
g02056,42,61
g02057,29,37
g02058,70,69
g02059,709,863
g02060,11,16
g02061,249,275
g02062,3695,4226
g02063,2557,3406
g02064,9,25
g02065,0,2
g02066,0,1
g02067,0,7
g02068,492,579
g02069,400,514
g02070,646,835
g02071,19,22
g02072,406,435
g02073,985,1165
g02074,57,78
g02075,1310,1440
g02076,1685,1692
g02077,324,439
g02078,159,183
g02079,687,744
g02080,385,400
g02081,297,386
g02082,914,964
g02083,459,680
g02084,1559,2249
g02085,637,871
g02086,1313,1710
g02087,698,895
g02088,31,35
g02089,248,309
g02090,967,1091
g02091,860,1019
g02092,400,581
g02093,1925,2098
g02094,46,55
g02095,2942,3526
g02096,1412,1883
g02097,296,260
g02098,16,19
g02099,26,49
g02100,65,95
g02101,8,9
g02102,507,666
g02103,506,595
g02104,542,704
g02105,543,704
g02106,2100,2131
g02107,7,15
g02108,28,23
g02109,603,660
g02110,185,252
g02111,709,815
g02112,98,117
g02113,67,74
g02114,381,542
g02115,1802,1876
g02116,894,1161
g02117,1165,1285
g02118,636,828
g02119,88,134
g02120,2497,3035
g02121,481,604
g02122,353,414
g02123,338,423
g02124,11,15
g02125,92,113
g02126,356,467
g02127,14,18
g02128,26,53
g02129,10,15
g02130,671,720
g02131,11,11
g02132,515,593
g02133,1394,1467
g02134,184,232
g02135,129,162
g02136,300,451
g02137,568,726
g02138,1532,1897
g02139,1197,1382
g02140,10,6
g02141,1447,1598
g02142,234,294
g02143,375,421
g02144,35484,41403
g02145,12,17
g02146,3773,4265
g02147,647,727
g02148,72,80
g02149,14,19
g02150,714,1096
g02151,335,418
g02152,87,121
g02153,420,535
g02154,420,418
g02155,30,19
g02156,33,52
g02157,1161,1526
g02158,492,459
g02159,71,80
g02160,1,0
g02161,340,455
g02162,196,232
g02163,99,105
g02164,528,755
g02165,644,620
g02166,22,34
g02167,10,17
g02168,576,853
g02169,386,529
g02170,1444,1470
g02171,2,10
g02172,27,30
g02173,1340,1559
g02174,3229,3955
g02175,377,493
g02176,43,53
g02177,28,44
g02178,270,335
g02179,224,290
g02180,7,4
g02181,0,0
g02182,14,9
g02183,4,4
g02184,0,0
g02185,0,0
g02186,1,3
g02187,0,0
g02188,9,12
g02189,1,8
g02190,122,129
g02191,27,35
g02192,69,133
g02193,145,210
g02194,0,0
g02195,47,70
g02196,0,0
g02197,0,0
g02198,69,86
g02199,129,139
g02200,207,301
g02201,636,864
g02202,491,537
g02203,1,1
g02204,1344,1470
g02205,23,37
g02206,707,913
g02207,108,174
g02208,448,552
g02209,428,708
g02210,1044,1347
g02211,460,650
g02212,106,131
g02213,811,938
g02214,2168,2648
g02215,0,0
g02216,159,195
g02217,29,40
g02218,571,698
g02219,109,171
g02220,1,1
g02221,580,682
g02222,23,12
g02223,857,1111
g02224,160,178
g02225,329,445
g02226,290,290
g02227,0,0
g02228,1,0
g02229,4,1
g02230,746,778
g02231,731,889
g02232,7,5
g02233,2177,2507
g02234,46,41
g02235,246,289
g02236,259,413
g02237,1,5
g02238,1692,2200
g02239,0,1
g02240,0,0
g02241,0,1
g02242,30,36
g02243,8727,10799
g02244,39,67
g02245,319,483
g02246,29,25
g02247,0,1
g02248,2,0
g02249,1,3
g02250,34,56
g02251,3,0
g02252,2918,3515
g02253,23,26
g02254,3,0
g02255,28,46
g02256,234,275
g02257,26,17
g02258,216,214
g02259,158,173
g02260,22,40
g02261,538,667
g02262,14,12
g02263,198,271
g02264,1850,3071
g02265,1,0
g02266,1,6
g02267,453,510
g02268,1054,1118
g02269,4,4
g02270,106,188
g02271,436,471
g02272,1,0
g02273,4,12
g02274,850,942
g02275,148,153
g02276,667,946
g02277,333,564
g02278,0,0
g02279,1255,1468
g02280,730,955
g02281,2274,2915
g02282,685,911
g02283,4637,5260
g02284,41,57
g02285,0,2
g02286,383,465
g02287,1,2
g02288,1,2
g02289,0,1
g02290,396,474
g02291,1,3
g02292,31,44
g02293,1089,1278
g02294,2,1
g02295,679,845
g02296,0,0
g02297,1399,1642
g02298,80,91
g02299,4,3
g02300,93,86
g02301,452,489
g02302,238,264
g02303,98,100
g02304,0,1
g02305,3,2
g02306,17,12
g02307,1272,1537
g02308,0,0
g02309,1,2
g02310,858,1193
g02311,194,300
g02312,198,263
g02313,259,261
g02314,166,202
g02315,3,1
g02316,289,331
g02317,93,114
g02318,550,660
g02319,485,685
g02320,70,96
g02321,0,0
g02322,192,243
g02323,0,0
g02324,410,474
g02325,310,468
g02326,1638,1961
g02327,3,2
g02328,1072,1381
g02329,0,0
g02330,633,840
g02331,0,1
g02332,0,0
g02333,2937,3848
g02334,3527,3524
g02335,0,2
g02336,39,113
g02337,441,629
g02338,24,24
g02339,0,0
g02340,0,0
g02341,0,0
g02342,2500,3753
g02343,160,197
g02344,344,388
g02345,40,51
g02346,900,1066
g02347,0,2
g02348,0,0
g02349,0,0
g02350,679,848
g02351,0,0
g02352,0,0
g02353,0,0
g02354,0,0
g02355,0,0
g02356,0,0
g02357,492,605
g02358,182,493
g02359,119,180
g02360,0,0
g02361,107,162
g02362,0,0
g02363,11,25
g02364,88,96
g02365,74,114
g02366,15,38
g02367,149,265
g02368,0,0
g02369,0,0
g02370,0,0
g02371,0,0
g02372,0,0
g02373,611,812
g02374,71,75
g02375,137,139
g02376,259,312
g02377,0,0
g02378,69,98
g02379,612,931
g02380,30,56
g02381,341,452
g02382,156,226
g02383,43,51
g02384,19,27
g02385,38,50
g02386,2015,2317
g02387,46,83
g02388,545,949
g02389,11,5
g02390,1363,1984
g02391,9,6
g02392,274,297
g02393,0,0
g02394,731,896
g02395,812,1114
g02396,0,1
g02397,1332,1642
g02398,71,78
g02399,1754,2138
g02400,19,17
g02401,132,186
g02402,0,1
g02403,1,4
g02404,688,725
g02405,119,105
g02406,0,0
g02407,0,0
g02408,0,0
g02409,7,6
g02410,148,246
g02411,0,0
g02412,3105,3729
g02413,171,195
g02414,0,4
g02415,12,32
g02416,243,400
g02417,0,0
g02418,354,425
g02419,6,5
g02420,245,322
g02421,208,307
g02422,1570,2145
g02423,220,277
g02424,67,64
g02425,3,13
g02426,22,27
g02427,238,438
g02428,14,34
g02429,352,474
g02430,239,305
g02431,80,93
g02432,12,14
g02433,1773,2138
g02434,50,69
g02435,0,0
g02436,6,3
g02437,362,483
g02438,13,25
g02439,1,0
g02440,1,1
g02441,25,48
g02442,2,2
g02443,1,3
g02444,1156,1412
g02445,3446,4120
g02446,477,664
g02447,604,709
g02448,0,0
g02449,157,151
g02450,1,1
g02451,3527,4387
g02452,507,590
g02453,734,874
g02454,163,179
g02455,943,981
g02456,535,605
g02457,843,954
g02458,0,1
g02459,329,368
g02460,0,0
g02461,0,0
g02462,0,0
g02463,0,0
g02464,0,0
g02465,0,0
g02466,0,0
g02467,0,0
g02468,0,1
g02469,430,617
g02470,0,0
g02471,0,0
g02472,0,0
g02473,3052,3493
g02474,3,9
g02475,384,458
g02476,17,28
g02477,236,320
g02478,45,58
g02479,218,276
g02480,25,24
g02481,34,32
g02482,496,533
g02483,31,36
g02484,29,25
g02485,2,0
g02486,1,2
g02487,0,2
g02488,518,537
g02489,46,56
g02490,559,583
g02491,273,358
g02492,3,1
g02493,417,532
g02494,1076,1404
g02495,467,576
g02496,473,582
g02497,1107,1366
g02498,2,2
g02499,37,52
g02500,508,782
g02501,3,0
g02502,16,14
g02503,301,399
g02504,0,0
g02505,43,54
g02506,3,0
g02507,295,432
g02508,1,7
g02509,1695,2087
g02510,1213,1509
g02511,0,0
g02512,319,417
g02513,1,0
g02514,0,0
g02515,61,113
g02516,1116,1122
g02517,82,88
g02518,2165,2593
g02519,2,1
g02520,148,180
g02521,237,524
g02522,246,285
g02523,16,17
g02524,174,148
g02525,7,17
g02526,302,356
g02527,3470,4192
g02528,797,1027
g02529,22,23
g02530,747,953
g02531,1715,2059
g02532,209,327
g02533,13,33
g02534,1163,1331
g02535,1493,1892
g02536,71,106
g02537,418,540
g02538,2318,3693
g02539,1856,2213
g02540,278,402
g02541,146,186
g02542,1076,1157
g02543,19,34
g02544,543,693
g02545,0,0
g02546,0,0
g02547,576,753
g02548,207,293
g02549,92,154
g02550,741,754
g02551,60,95
g02552,4684,5928
g02553,340,427
g02554,600,713
g02555,10,6
g02556,211,284
g02557,21,39
g02558,3,2
g02559,203,365
g02560,27,39
g02561,9,11
g02562,8,12
g02563,0,0
g02564,1,0
g02565,0,0
g02566,0,0
g02567,0,0
g02568,31,26
g02569,0,0
g02570,432,467
g02571,836,1199
g02572,669,712
g02573,323,333
g02574,12215,14180
g02575,8,8
g02576,741,924
g02577,863,1079
g02578,40,49
g02579,143,192
g02580,12,8
g02581,784,761
g02582,2,3
g02583,0,3
g02584,257,365
g02585,0,2
g02586,568,830
g02587,811,965
g02588,2784,3749
g02589,157,211
g02590,582,723
g02591,5,15
g02592,346,466
g02593,870,1118
g02594,3590,4475
g02595,1046,1148
g02596,209,309
g02597,40,43
g02598,1322,1644
g02599,180,198
g02600,2999,3357
g02601,1684,2135
g02602,728,918
g02603,0,0
g02604,2709,3211
g02605,120,185
g02606,225,260
g02607,607,820
g02608,890,965
g02609,53,65
g02610,235,226
g02611,345,385
g02612,103,119
g02613,286,368
g02614,1012,1136
g02615,309,321
g02616,106,116
g02617,268,350
g02618,768,1044
g02619,36,49
g02620,460,528
g02621,315,503
g02622,1,0
g02623,0,0
g02624,0,0
g02625,0,0
g02626,0,0
g02627,0,0
g02628,0,0
g02629,0,0
g02630,0,2
g02631,0,0
g02632,0,0
g02633,0,0
g02634,0,0
g02635,0,0
g02636,0,0
g02637,0,0
g02638,0,0
g02639,0,0
g02640,0,0
g02641,0,0
g02642,0,0
g02643,0,0
g02644,0,0
g02645,0,0
g02646,0,0
g02647,0,0
g02648,0,0
g02649,0,0
g02650,0,0
g02651,0,0
g02652,0,0
g02653,0,0
g02654,0,0
g02655,0,1
g02656,0,0
g02657,0,0
g02658,0,0
g02659,0,0
g02660,0,0
g02661,0,0
g02662,0,0
g02663,0,0
g02664,0,0
g02665,0,0
g02666,0,0
g02667,0,0
g02668,0,0
g02669,0,0
g02670,0,0
g02671,0,0
g02672,0,0
g02673,0,0
g02674,0,0
g02675,0,0
g02676,0,0
g02677,0,0
g02678,0,0
g02679,0,0
g02680,0,0
g02681,0,0
g02682,15,20
g02683,8,15
g02684,0,1
g02685,0,1
g02686,2,0
g02687,2,7
g02688,1,0
g02689,148,167
g02690,235,279
g02691,900,1099
g02692,729,866
g02693,677,819
g02694,170,175
g02695,37,33
g02696,150,174
g02697,1343,1534
g02698,437,624
g02699,104,93
g02700,8,13
g02701,16,18
g02702,450,571
g02703,823,1104
g02704,2494,3078
g02705,1136,1445
g02706,75,140
g02707,6,5
g02708,197,314
g02709,65,86
g02710,173,227
g02711,351,484
g02712,60,75
g02713,859,981
g02714,40,55
g02715,0,0
g02716,1,0
g02717,0,2
g02718,38,55
g02719,69,82
g02720,491,501
g02721,13,21
g02722,411,497
g02723,1630,2038
g02724,375,421
g02725,74,83
g02726,2,1
g02727,9,7
g02728,3,1
g02729,1586,1784
g02730,0,0
g02731,513,658
g02732,1061,1300
g02733,186,222
g02734,15,16
g02735,1722,2115
g02736,535,678
g02737,563,616
g02738,47,166
g02739,992,1297
g02740,26,36
g02741,286,374
g02742,27,50
g02743,4308,5012
g02744,198,259
g02745,110,137
g02746,734,837
g02747,272,306
g02748,1242,1517
g02749,420,512
g02750,0,1
g02751,5,4
g02752,479,550
g02753,649,739
g02754,119,163
g02755,798,827
g02756,530,700
g02757,99,122
g02758,676,964
g02759,591,719
g02760,2,3
g02761,10,14
g02762,1505,1759
g02763,512,761
g02764,100,119
g02765,1021,1275
g02766,18,9
g02767,2,3
g02768,793,802
g02769,66,102
g02770,593,862
g02771,1932,2664
g02772,378,578
g02773,366,423
g02774,1095,1164
g02775,1978,2511
g02776,42,39
g02777,4,3
g02778,71,74
g02779,538,660
g02780,436,579
g02781,436,554
g02782,6,8
g02783,0,0
g02784,10,15
g02785,101,112
g02786,1,1
g02787,1,0
g02788,1289,1778
g02789,1,0
g02790,21,18
g02791,1999,2250
g02792,1,0
g02793,1776,2100
g02794,2,11
g02795,292,375
g02796,3,1
g02797,5,12
g02798,27,31
g02799,4,7
g02800,114,156
g02801,25,21
g02802,9,10
g02803,2,4
g02804,57,83
g02805,512,543
g02806,163,214
g02807,10,12
g02808,19252,24198
g02809,268,410
g02810,12,14
g02811,0,0
g02812,0,0
g02813,206,271
g02814,22,27
g02815,2,0
g02816,1642,1730
g02817,171,160
g02818,29,20
g02819,51,46
g02820,122,146
g02821,332,458
g02822,847,1170
g02823,397,432
g02824,212,227
g02825,371,421
g02826,185,236
g02827,0,2
g02828,2192,2484
g02829,82,96
g02830,2,1
g02831,0,0
g02832,179,237
g02833,915,1238
g02834,1415,1728
g02835,984,1174
g02836,785,1106
g02837,452,702
g02838,678,866
g02839,569,647
g02840,784,943
g02841,663,848
g02842,894,1133
g02843,1,3
g02844,0,0
g02845,1772,2024
g02846,146,179
g02847,1,0
g02848,1046,1432
g02849,106,102
g02850,147,175
g02851,336,332
g02852,229,293
g02853,2604,2999
g02854,28,35
g02855,7,10
g02856,3397,3930
g02857,3093,3881
g02858,1165,1439
g02859,151,152
g02860,2,8
g02861,4,2
g02862,726,977
g02863,386,454
g02864,359,454
g02865,37,52
g02866,357,496
g02867,2,2
g02868,593,748
g02869,0,0
g02870,0,0
g02871,0,0
g02872,36,47
g02873,147,185
g02874,123,120
g02875,0,0
g02876,129,208
g02877,4,2
g02878,0,0
g02879,0,0
g02880,0,0
g02881,336,232
g02882,492,578
g02883,1272,1551
g02884,400,585
g02885,1446,2871
g02886,104,142
g02887,375,405
g02888,41,46
g02889,7,8
g02890,3687,4836
g02891,314,486
g02892,20,26
g02893,10883,14373
g02894,1,1
g02895,50,38
g02896,2218,2712
g02897,27,48
g02898,167,240
g02899,266,270
g02900,63,80
g02901,101,108
g02902,639,745
g02903,394,532
g02904,4,1
g02905,2795,4001
g02906,854,1167
g02907,9,7
g02908,4,5
g02909,122,125
g02910,864,1036
g02911,234,268
g02912,347,417
g02913,1973,4591
g02914,1470,2351
g02915,1975,4593
g02916,1,1
g02917,1161,2995
g02918,0,2
g02919,1230,1610
g02920,960,1160
g02921,6,9
g02922,209,283
g02923,1559,1894
g02924,0,0
g02925,92,93
g02926,3301,3589
g02927,33,54
g02928,172,163
g02929,293,383
g02930,247,127
g02931,26,42
g02932,212,334
g02933,9,12
g02934,59,82
g02935,0,1
g02936,121,153
g02937,66,100
g02938,273,280
g02939,484,577
g02940,0,0
g02941,2281,2674
g02942,1,0
g02943,143,172
g02944,1061,1132
g02945,150,145
g02946,20,13
g02947,491,654
g02948,8,7
g02949,483,572
g02950,588,680
g02951,398,465
g02952,973,1159
g02953,291,501
g02954,33,55
g02955,0,0
g02956,209,328
g02957,1,0
g02958,80,116
g02959,0,0
g02960,170,204
g02961,630,756
g02962,234,205
g02963,100,178
g02964,0,0
g02965,491,593
g02966,463,537
g02967,42,39
g02968,0,2
g02969,193,239
g02970,1619,1955
g02971,1117,1513
g02972,0,0
g02973,1,0
g02974,1372,1527
g02975,511,680
g02976,175,205
g02977,13,12
g02978,1399,1664
g02979,53,48
g02980,903,1531
g02981,46,54
g02982,0,2
g02983,1,0
g02984,0,0
g02985,147,234
g02986,4,9
g02987,0,0
g02988,0,0
g02989,0,2
g02990,1,0
g02991,0,0
g02992,1,0
g02993,4,1
g02994,11,20
g02995,6,7
g02996,281,301
g02997,7504,7727
g02998,13298,14173
g02999,44,46
g03000,6,7
g03001,935,1039
g03002,14,18
g03003,10,18
g03004,55,85
g03005,1,4
g03006,0,0
g03007,0,3
g03008,0,0
g03009,0,0
g03010,2,0
g03011,0,0
g03012,10,8
g03013,0,0
g03014,0,0
g03015,0,0
g03016,24,32
g03017,916,1118
g03018,988,1088
g03019,1,2
g03020,0,0
g03021,0,0
g03022,0,0
g03023,0,0
g03024,0,0
g03025,0,0
g03026,0,0
g03027,0,0
g03028,0,0
g03029,0,1
g03030,0,0
g03031,0,0
g03032,0,0
g03033,0,0
g03034,232,235
g03035,6,5
g03036,684,828
g03037,3,6
g03038,316,426
g03039,963,1469
g03040,37,60
g03041,553,764
g03042,0,2
g03043,1273,1441
g03044,139,165
g03045,1945,2680
g03046,303,489
g03047,10,18
g03048,413,494
g03049,6863,8132
g03050,0,1
g03051,6031,7226
g03052,313,367
g03053,663,680
g03054,1059,1502
g03055,28,30
g03056,0,2
g03057,102,125
g03058,177,246
g03059,10,41
g03060,0,0
g03061,1,0
g03062,0,0
g03063,0,0
g03064,0,0
g03065,0,0
g03066,78,122
g03067,0,1
g03068,0,1
g03069,2,2
g03070,634,839
g03071,587,609
g03072,221,260
g03073,5976,6537
g03074,566,640
g03075,521,567
g03076,487,596
g03077,61,82
g03078,132,158
g03079,438,597
g03080,392,535
g03081,200,259
g03082,85,114
g03083,650,716
g03084,676,864
g03085,158,210
g03086,4046,4738
g03087,9,8
g03088,1,1
g03089,4,0
g03090,0,0
g03091,2011,2183
g03092,75,80
g03093,6,9
g03094,2109,2853
g03095,1676,2022
g03096,58,81
g03097,0,2
g03098,3196,3353
g03099,15,24
g03100,4420,5255
g03101,5,11
g03102,186,338
g03103,13,24
g03104,1,2
g03105,53,66
g03106,1,0
g03107,6,3
g03108,0,1
g03109,1747,2021
g03110,10,10
g03111,1567,2121
g03112,1,1
g03113,1,3
g03114,625,792
g03115,0,1
g03116,110,173
g03117,1,2
g03118,120,173
g03119,57,65
g03120,30,34
g03121,369,436
g03122,781,1012
g03123,1,0
g03124,0,1
g03125,0,0
g03126,208,318
g03127,37,62
g03128,0,1
g03129,681,833
g03130,1301,1819
g03131,992,1212
g03132,0,0
g03133,48,61
g03134,1342,1513
g03135,186,258
g03136,213,289
g03137,5553,6395
g03138,94,116
g03139,8,22
g03140,375,654
g03141,0,0
g03142,8,24
g03143,1,5
g03144,0,0
g03145,249,332
g03146,259,260
g03147,5138,7495
g03148,13783,19841
g03149,455,482
g03150,2363,2403
g03151,11,15
g03152,34,44
g03153,3,7
g03154,569,797
g03155,687,868
g03156,992,1334
g03157,506,539
g03158,10,5
g03159,300,349
g03160,10,18
g03161,1626,1936
g03162,39,58
g03163,1,1
g03164,665,758
g03165,929,1056
g03166,103,122
g03167,6,10
g03168,60,85
g03169,61,110
g03170,6,8
g03171,342,389
g03172,537,654
g03173,479,636
g03174,0,0
g03175,0,1
g03176,0,0
g03177,0,0
g03178,0,1
g03179,0,0
g03180,0,0
g03181,1,0
g03182,0,0
g03183,0,0
g03184,0,0
g03185,0,0
g03186,0,0
g03187,0,0
g03188,0,0
g03189,0,0
g03190,4,3
g03191,1,0
g03192,0,0
g03193,0,0
g03194,0,0
g03195,0,0
g03196,0,0
g03197,0,0
g03198,0,0
g03199,2,3
g03200,0,0
g03201,0,0
g03202,0,0
g03203,231,370
g03204,171,231
g03205,274,357
g03206,0,0
g03207,3477,4356
g03208,560,722
g03209,289,256
g03210,2846,3167
g03211,35,40
g03212,41,50
g03213,416,438
g03214,752,982
g03215,2,2
g03216,115,130
g03217,8,5
g03218,10,10
g03219,404,457
g03220,193,236
g03221,273,353
g03222,146,196
g03223,2219,2690
g03224,53,22
g03225,121,137
g03226,0,0
g03227,1769,2224
g03228,506,596
g03229,178,206
g03230,457,569
g03231,232,385
g03232,13,10
g03233,0,0
g03234,0,1
g03235,1,0
g03236,2819,3386
g03237,29,46
g03238,13,25
g03239,483,548
g03240,186,176
g03241,1248,1334
g03242,211,255
g03243,1,7
g03244,321,410
g03245,11,8
g03246,21,22
g03247,984,1127
g03248,45,40
g03249,1055,1136
g03250,1013,1417
g03251,23,32
g03252,265,303
g03253,552,729
g03254,791,895
g03255,24,17
g03256,943,1218
g03257,0,0
g03258,928,1108
g03259,1629,2009
g03260,236,267
g03261,0,1
g03262,362,402
g03263,515,725
g03264,367,375
g03265,0,1
g03266,206,195
g03267,431,544
g03268,496,696
g03269,21,27
g03270,203,350
g03271,79,88
g03272,10,12
g03273,5175,7001
g03274,3,2
g03275,387,493
g03276,57,73
g03277,0,0
g03278,7,22
g03279,0,0
g03280,142,234
g03281,2191,3000
g03282,687,891
g03283,12,11
g03284,137,162
g03285,673,929
g03286,72,74
g03287,7,4
g03288,74,60
g03289,134,193
g03290,1678,2113
g03291,461,476
g03292,422,452
g03293,32,37
g03294,63,80
g03295,60,49
g03296,497,614
g03297,3270,3950
g03298,79,97
g03299,225,253
g03300,9,15
g03301,1318,1922
g03302,1317,1918
g03303,112,183
g03304,19,42
