,het_NB_f4,het_NB_f5
g01705,201,206
g01706,11,9
g01707,1210,1279
g01708,9,11
g01709,0,0
g01710,3,3
g01711,0,0
g01712,20,16
g01713,664,558
g01714,7,7
g01715,0,21
g01716,1678,1280
g01717,71,53
g01718,6,5
g01719,551,527
g01720,0,1
g01721,380,265
g01722,684,654
g01723,2,6
g01724,2,16
g01725,0,0
g01726,27,28
g01727,55,106
g01728,98,98
g01729,1852,1581
g01730,6220,5361
g01731,3,8
g01732,0,0
g01733,39,38
g01734,41,39
g01735,8943,6280
g01736,11,8
g01737,210,185
g01738,1,0
g01739,2502,1457
g01740,649,527
g01741,16,21
g01742,0,0
g01743,4,4
g01744,695,432
g01745,0,0
g01746,0,0
g01747,5,5
g01748,0,0
g01749,1551,1511
g01750,2,2
g01751,2,1
g01752,5,7
g01753,0,0
g01754,0,0
g01755,0,0
g01756,0,0
g01757,2,2
g01758,0,0
g01759,103,131
g01760,423,316
g01761,2,1
g01762,244,267
g01763,0,0
g01764,0,0
g01765,1,7
g01766,0,1
g01767,4,39
g01768,0,0
g01769,7,6
g01770,0,0
g01771,1,0
g01772,121,146
g01773,181,152
g01774,18,17
g01775,0,4
g01776,126,204
g01777,3,3
g01778,51,63
g01779,16,26
g01780,2277,6082
g01781,351,928
g01782,1,1
g01783,0,1
g01784,37,40
g01785,472,551
g01786,16,10
g01787,3,2
g01788,342,157
g01789,920,425
g01790,0,0
g01791,0,0
g01792,0,0
g01793,1,3
g01794,419,325
g01795,98,196
g01796,1973,1750
g01797,9,14
g01798,58,102
g01799,0,0
g01800,22,82
g01801,48,86
g01802,2873,2071
g01803,62,208
g01804,0,1
g01805,3,1
g01806,231,201
g01807,387,728
g01808,407,424
g01809,70,76
g01810,434,339
g01811,169,132
g01812,149,170
g01813,35,63
g01814,22,40
g01815,3645,5401
g01816,4,9
g01817,31,37
g01818,0,0
g01819,89,130
g01820,262,256
g01821,29,28
g01822,0,0
g01823,0,0
g01824,4,9
g01825,5311,4380
g01826,1,4
g01827,402,392
g01828,49,44
g01829,3,0
g01830,177,176
g01831,2,4
g01832,618,667
g01833,123,118
g01834,374,220
g01835,3,1
g01836,873,675
g01837,1031,858
g01838,282,252
g01839,8,26
g01840,20,61
g01841,0,0
g01842,4,15
g01843,1,0
g01844,250,172
g01845,0,0
g01846,207,109
g01847,0,0
g01848,1132,1235
g01849,12,11
g01850,0,1
g01851,175,199
g01852,22,33
g01853,648,438
g01854,17,37
g01855,187,177
g01856,1004,951
g01857,199,204
g01858,419,399
g01859,2,2
g01860,1031,712
g01861,3,0
g01862,12,56
g01863,280,286
g01864,19,32
g01865,450,503
g01866,192,246
g01867,3,4
g01868,0,0
g01869,0,0
g01870,1,9
g01871,155,150
g01872,1195,1060
g01873,107,118
g01874,242,252
g01875,7,18
g01876,1,2
g01877,0,1
g01878,1,5
g01879,0,1
g01880,0,0
g01881,1744,1196
g01882,2764,2109
g01883,78,62
g01884,431,340
g01885,349,343
g01886,0,1
g01887,7,21
g01888,5,11
g01889,1653,1339
g01890,0,0
g01891,0,0
g01892,2,1
g01893,7,23
g01894,764,369
g01895,39,45
g01896,27,84
g01897,1344,1389
g01898,1356,1336
g01899,0,1
g01900,0,1
g01901,3,28
g01902,88,96
g01903,0,0
g01904,6,22
g01905,0,0
g01906,145,134
g01907,83,94
g01908,114,95
g01909,208,234
g01910,0,0
g01911,0,0
g01912,0,0
g01913,166,133
g01914,0,1
g01915,0,3
g01916,0,5
g01917,0,0
g01918,2,7
g01919,0,3
g01920,263,277
g01921,297,366
g01922,1,5
g01923,1,1
g01924,0,0
g01925,0,0
g01926,140,130
g01927,111,149
g01928,1,2
g01929,3,6
g01930,3,8
g01931,0,0
g01932,2252,3150
g01933,599,699
g01934,17,21
g01935,64,65
g01936,0,2
g01937,0,0
g01938,2,7
g01939,314,524
g01940,3,8
g01941,412,380
g01942,2,9
g01943,4,28
g01944,24,44
g01945,0,1
g01946,0,0
g01947,0,0
g01948,103,61
g01949,0,0
g01950,0,0
g01951,72,68
g01952,9,4
g01953,14,8
g01954,777,676
g01955,570,689
g01956,24,40
g01957,6,3
g01958,42,43
g01959,284,320
g01960,894,1267
g01961,82,114
g01962,0,0
g01963,0,0
g01964,96,1188
g01965,48,439
g01966,218,1956
g01967,19,17
g01968,0,0
g01969,71,74
g01970,266,394
g01971,0,0
g01972,136,184
g01973,174,146
g01974,3,4
g01975,261,134
g01976,13,7
g01977,854,566
g01978,616,616
g01979,849,626
g01980,1,1
g01981,20,11
g01982,18,15
g01983,16,8
g01984,20,5
g01985,9,10
g01986,11,10
g01987,8,6
g01988,28,12
g01989,1,1
g01990,11,8
g01991,2,4
g01992,6,1
g01993,0,1
g01994,3,2
g01995,10,5
g01996,5,4
g01997,1,0
g01998,6,1
g01999,16,9
g02000,11,6
g02001,4,3
g02002,88,54
g02003,7,5
g02004,42,71
g02005,3,3
g02006,36,30
g02007,1588,2483
g02008,1,5
g02009,6,3
g02010,33,36
g02011,136,155
g02012,288,261
g02013,204,178
g02014,1386,1260
g02015,2280,2695
g02016,1042,962
g02017,1426,688
g02018,43,105
g02019,0,0
g02020,0,0
g02021,2221,1451
g02022,20,50
g02023,0,1
g02024,11240,11544
g02025,0,0
g02026,2,0
g02027,0,0
g02028,0,0
g02029,0,0
g02030,0,0
g02031,1,0
g02032,1,0
g02033,0,0
g02034,0,0
g02035,300,272
g02036,0,0
g02037,0,0
g02038,0,0
g02039,0,0
g02040,413,356
g02041,1269,729
g02042,0,0
g02043,0,2
g02044,2,12
g02045,1,0
g02046,0,0
g02047,1,2
g02048,115,98
g02049,688,624
g02050,13,19
g02051,2538,2684
g02052,8,11
g02053,234,200
g02054,469,129
g02055,942,801
g02056,235,222
g02057,178,174
g02058,26,23
g02059,417,558
g02060,4,3
g02061,70,77
g02062,1563,1843
g02063,218,329
g02064,1,1
g02065,0,0
g02066,1,0
g02067,1,25
g02068,279,314
g02069,162,194
g02070,268,321
g02071,19,12
g02072,338,368
g02073,364,415
g02074,45,33
g02075,2583,1814
g02076,448,647
g02077,899,701
g02078,47,34
g02079,309,261
g02080,38,60
g02081,1169,996
g02082,711,638
g02083,509,622
g02084,2002,1850
g02085,882,807
g02086,2726,2084
g02087,818,533
g02088,38,23
g02089,29,24
g02090,190,180
g02091,355,395
g02092,5,21
g02093,895,873
g02094,10,6
g02095,2509,1965
g02096,42,38
g02097,283,202
g02098,21,15
g02099,196,222
g02100,91,66
g02101,2,3
g02102,159,140
g02103,255,272
g02104,472,418
g02105,472,418
g02106,451,522
g02107,0,0
g02108,1,1
g02109,429,441
g02110,216,187
g02111,598,536
g02112,68,44
g02113,50,28
g02114,453,389
g02115,1110,1006
g02116,198,271
g02117,2690,2451
g02118,134,134
g02119,14,14
g02120,1473,1296
g02121,612,489
g02122,145,156
g02123,126,183
g02124,1,3
g02125,1,1
g02126,163,169
g02127,3,2
g02128,7,21
g02129,4,4
g02130,330,284
g02131,3,11
g02132,270,226
g02133,272,194
g02134,785,288
g02135,158,176
g02136,53,53
g02137,472,442
g02138,954,877
g02139,6195,4523
g02140,30,16
g02141,1817,1261
g02142,2672,1662
g02143,260,240
g02144,28966,20186
g02145,1,7
g02146,3362,2178
g02147,446,371
g02148,1,1
g02149,1,2
g02150,0,1
g02151,60,103
g02152,25,35
g02153,333,303
g02154,418,316
g02155,18,16
g02156,1658,1208
g02157,542,391
g02158,283,263
g02159,0,4
g02160,0,0
g02161,771,540
g02162,141,84
g02163,62,39
g02164,388,355
g02165,780,504
g02166,15,16
g02167,4,11
g02168,106,217
g02169,14,44
g02170,822,850
g02171,118,35
g02172,648,291
g02173,429,369
g02174,1450,1952
g02175,5,29
g02176,2,5
g02177,8,10
g02178,106,109
g02179,283,294
g02180,2,1
g02181,0,0
g02182,3,5
g02183,0,0
g02184,0,0
g02185,0,0
g02186,1,1
g02187,0,0
g02188,2,3
g02189,0,6
g02190,16,31
g02191,4,6
g02192,26,31
g02193,21,29
g02194,0,0
g02195,14,18
g02196,0,0
g02197,0,0
g02198,25,17
g02199,77,36
g02200,10,22
g02201,131,140
g02202,77,111
g02203,1,0
g02204,3940,2214
g02205,412,339
g02206,18,57
g02207,0,6
g02208,179,183
g02209,94,185
g02210,434,388
g02211,1676,897
g02212,1,2
g02213,209,189
g02214,849,1073
g02215,2,2
g02216,343,310
g02217,16,10
g02218,274,319
g02219,0,2
g02220,0,0
g02221,32,47
g02222,0,4
g02223,40,63
g02224,5,20
g02225,359,345
g02226,194,326
g02227,0,0
g02228,0,0
g02229,0,0
g02230,258,232
g02231,604,424
g02232,13,19
g02233,822,757
g02234,6938,3644
g02235,161,193
g02236,60,84
g02237,2,0
g02238,60,353
g02239,3,0
g02240,0,0
g02241,0,0
g02242,4,12
g02243,1387,1502
g02244,11,8
g02245,38,75
g02246,0,1
g02247,0,0
g02248,0,0
g02249,0,0
g02250,0,0
g02251,0,0
g02252,15,83
g02253,0,0
g02254,0,0
g02255,1,5
g02256,8,18
g02257,0,3
g02258,40,38
g02259,173,141
g02260,2,12
g02261,233,388
g02262,2,5
g02263,15,39
g02264,53,117
g02265,0,0
g02266,1,1
g02267,207,183
g02268,377,473
g02269,302,206
g02270,3,2
g02271,154,117
g02272,0,1
g02273,0,2
g02274,396,311
g02275,16,25
g02276,135,153
g02277,6,36
g02278,0,0
g02279,73,94
g02280,21,45
g02281,1473,1121
g02282,494,385
g02283,490,770
g02284,1,6
g02285,0,0
g02286,0,1
g02287,0,0
g02288,0,0
g02289,0,0
g02290,51,77
g02291,0,1
g02292,4,5
g02293,353,273
g02294,1,2
g02295,37,61
g02296,0,0
g02297,442,540
g02298,21046,13622
g02299,4,3
g02300,36,25
g02301,152,151
g02302,87,94
g02303,26,31
g02304,0,0
g02305,0,0
g02306,1,7
g02307,742,711
g02308,0,0
g02309,0,0
g02310,309,274
g02311,439,307
g02312,61,70
g02313,116,95
g02314,80,67
g02315,0,0
g02316,3041,2777
g02317,26,46
g02318,163,161
g02319,37,63
g02320,49,53
g02321,0,0
g02322,133,220
g02323,13,14
g02324,208,208
g02325,167,141
g02326,887,611
g02327,2,1
g02328,1028,939
g02329,2,0
g02330,3048,2343
g02331,0,0
g02332,0,0
g02333,156,607
g02334,47,388
g02335,0,0
g02336,0,1
g02337,0,0
g02338,0,0
g02339,0,0
g02340,0,0
g02341,0,0
g02342,512,633
g02343,22,29
g02344,90,115
g02345,17,11
g02346,203,273
g02347,0,1
g02348,0,0
g02349,1,0
g02350,42,130
g02351,0,0
g02352,0,0
g02353,0,0
g02354,0,0
g02355,0,0
g02356,0,0
g02357,348,374
g02358,119,128
g02359,253,186
g02360,0,0
g02361,1,1
g02362,0,0
g02363,9,10
g02364,445,403
g02365,2,2
g02366,1,0
g02367,0,1
g02368,0,0
g02369,0,0
g02370,0,0
g02371,0,0
g02372,0,0
g02373,18,70
g02374,2,1
g02375,75,75
g02376,248,233
g02377,0,0
g02378,0,0
g02379,1,2
g02380,0,2
g02381,1,7
g02382,2,2
g02383,1,4
g02384,1,0
g02385,12,12
g02386,2843,1918
g02387,196,162
g02388,5,3
g02389,0,0
g02390,479,759
g02391,0,0
g02392,25,128
g02393,0,0
g02394,14,31
g02395,21,83
g02396,2,0
g02397,401,424
g02398,3,5
g02399,282,331
g02400,0,3
g02401,95,77
g02402,0,0
g02403,0,0
g02404,296,287
g02405,32,39
g02406,0,0
g02407,0,0
g02408,0,0
g02409,1,0
g02410,0,1
g02411,0,0
g02412,1239,1150
g02413,0,2
g02414,0,0
g02415,12,11
g02416,149,191
g02417,0,0
g02418,558,324
g02419,6,5
g02420,434,344
g02421,38,46
g02422,1107,1015
g02423,15,44
g02424,6,7
g02425,0,1
g02426,6,0
g02427,1,3
g02428,0,0
g02429,3,90
g02430,18,19
g02431,4,6
g02432,0,2
g02433,650,794
g02434,27,33
g02435,0,0
g02436,0,5
g02437,164,139
g02438,5,6
g02439,0,0
g02440,0,0
g02441,0,0
g02442,0,0
g02443,0,0
g02444,638,460
g02445,1769,1348
g02446,339,432
g02447,328,219
g02448,0,0
g02449,16,11
g02450,0,0
g02451,795,775
g02452,6479,3635
g02453,607,488
g02454,26,40
g02455,160,185
g02456,303,264
g02457,416,381
g02458,0,0
g02459,20,28
g02460,0,0
g02461,0,0
g02462,0,0
g02463,0,0
g02464,0,0
g02465,0,0
g02466,0,0
g02467,0,0
g02468,0,0
g02469,257,299
g02470,0,0
g02471,0,0
g02472,0,0
g02473,1046,1103
g02474,0,0
g02475,54,76
g02476,2,3
g02477,140,154
g02478,94,86
g02479,248,182
g02480,22,18
g02481,28,23
g02482,5,13
g02483,0,0
g02484,0,1
g02485,0,0
g02486,0,0
g02487,0,1
g02488,33,57
g02489,0,1
g02490,318,262
g02491,11,87
g02492,0,0
g02493,11,13
g02494,383,433
g02495,241,211
g02496,278,351
g02497,584,675
g02498,0,3
g02499,45,36
g02500,198,289
g02501,0,2
g02502,3,2
g02503,91,136
g02504,0,0
g02505,0,14
g02506,0,0
g02507,24,27
g02508,0,1
g02509,1697,1508
g02510,1075,960
g02511,0,0
g02512,0,4
g02513,0,0
g02514,1,1
g02515,10,59
g02516,888,955
g02517,18,6
g02518,2372,2075
g02519,0,1
g02520,142,133
g02521,50,33
g02522,100,98
g02523,37,23
g02524,52,66
g02525,8,20
g02526,356,307
g02527,521,802
g02528,354,405
g02529,6,8
g02530,10,10
g02531,1989,1935
g02532,296,318
g02533,16,16
g02534,11,68
g02535,81,183
g02536,62,54
g02537,512,435
g02538,48,26
g02539,1783,1178
g02540,328,317
g02541,61,62
g02542,477,500
g02543,46,21
g02544,124,252
g02545,0,0
g02546,0,0
g02547,503,616
g02548,15,7
g02549,949,4001
g02550,395,429
g02551,7,62
g02552,4186,5259
g02553,1838,1524
g02554,515,284
g02555,7,7
g02556,81,74
g02557,4,4
g02558,0,0
g02559,419,377
g02560,16,16
g02561,1784,879
g02562,1612,889
g02563,3,12
g02564,7,2
g02565,0,0
g02566,7,14
g02567,1,0
g02568,7034,3146
g02569,0,0
g02570,112,81
g02571,608,525
g02572,228,258
g02573,122,136
g02574,5101,5175
g02575,3,6
g02576,2786,2240
g02577,363,419
g02578,19,20
g02579,154,133
g02580,0,3
g02581,40,90
g02582,8,2
g02583,1,0
g02584,117,76
g02585,2,1
g02586,512,398
g02587,223,233
g02588,3488,2905
g02589,58,61
g02590,466,462
g02591,8,8
g02592,198,157
g02593,525,343
g02594,1102,1065
g02595,668,561
g02596,9,8
g02597,6,9
g02598,65,173
g02599,54,44
g02600,3373,2186
g02601,3449,2934
g02602,3572,2355
g02603,0,1
g02604,2910,2198
g02605,35,46
g02606,51,114
g02607,596,428
g02608,143,142
g02609,252,318
g02610,1293,1036
g02611,171,196
g02612,17,51
g02613,40,69
g02614,720,567
g02615,756,549
g02616,36,40
g02617,5,20
g02618,138,168
g02619,8,16
g02620,182,129
g02621,7,40
g02622,0,1
g02623,0,0
g02624,0,0
g02625,0,0
g02626,0,0
g02627,0,0
g02628,0,0
g02629,0,0
g02630,0,0
g02631,0,0
g02632,0,0
g02633,0,0
g02634,0,0
g02635,0,0
g02636,0,0
g02637,0,0
g02638,0,0
g02639,0,0
g02640,0,0
g02641,0,0
g02642,0,0
g02643,0,0
g02644,0,0
g02645,0,0
g02646,0,0
g02647,0,0
g02648,0,0
g02649,0,0
g02650,0,0
g02651,0,0
g02652,0,0
g02653,0,0
g02654,0,0
g02655,0,0
g02656,0,0
g02657,0,0
g02658,0,0
g02659,0,0
g02660,0,0
g02661,0,0
g02662,0,0
g02663,0,0
g02664,0,0
g02665,0,0
g02666,0,0
g02667,0,0
g02668,0,0
g02669,0,0
g02670,0,0
g02671,0,0
g02672,0,0
g02673,0,0
g02674,0,0
g02675,0,0
g02676,0,0
g02677,0,0
g02678,0,0
g02679,0,0
g02680,0,0
g02681,0,0
g02682,0,1
g02683,3,4
g02684,0,0
g02685,0,0
g02686,0,0
g02687,0,1
g02688,0,0
g02689,46,62
g02690,176,122
g02691,542,553
g02692,399,348
g02693,54,76
g02694,19,19
g02695,2,0
g02696,87,79
g02697,5650,3819
g02698,629,431
g02699,60,53
g02700,625,361
g02701,27,36
g02702,4,38
g02703,141,171
g02704,1201,998
g02705,371,433
g02706,3,3
g02707,23,28
g02708,516,297
g02709,722,378
g02710,1824,959
g02711,456,493
g02712,53,64
g02713,701,627
g02714,90,48
g02715,0,0
g02716,73,79
g02717,0,0
g02718,12,11
g02719,298,297
g02720,162,110
g02721,2,2
g02722,34,39
g02723,619,613
g02724,1101,829
g02725,81,134
g02726,1,0
g02727,1,0
g02728,0,0
g02729,2287,1724
g02730,1,1
g02731,761,522
g02732,435,430
g02733,29,37
g02734,0,1
g02735,634,673
g02736,38,28
g02737,452,356
g02738,1,1
g02739,1721,1269
g02740,55,51
g02741,969,686
g02742,37,38
g02743,1440,1273
g02744,71,61
g02745,4,25
g02746,1564,1261
g02747,460,579
g02748,891,828
g02749,81,72
g02750,0,1
g02751,2,0
g02752,184,175
g02753,123,126
g02754,30,32
g02755,1889,1708
g02756,109,88
g02757,318,258
g02758,20,106
g02759,88,147
g02760,42,62
g02761,16,17
g02762,1630,1361
g02763,8,15
g02764,49,41
g02765,673,474
g02766,6,2
g02767,85,99
g02768,475,475
g02769,17,18
g02770,142,156
g02771,3528,3101
g02772,796,805
g02773,109,153
g02774,128,197
g02775,2035,1617
g02776,24,25
g02777,4,3
g02778,33,63
g02779,78,73
g02780,17,18
g02781,304,366
g02782,6,2
g02783,0,0
g02784,2,1
g02785,5,6
g02786,0,0
g02787,0,0
g02788,10,26
g02789,0,0
g02790,0,0
g02791,49,338
g02792,0,0
g02793,116,263
g02794,4,0
g02795,79,93
g02796,17,7
g02797,879,535
g02798,5,10
g02799,1,1
g02800,1,5
g02801,5,3
g02802,0,6
g02803,0,1
g02804,15,4
g02805,11,25
g02806,2,4
g02807,0,0
g02808,105,448
g02809,5520,3568
g02810,292,163
g02811,0,0
g02812,0,0
g02813,1,0
g02814,5,4
g02815,1,2
g02816,1315,1661
g02817,128,180
g02818,1,0
g02819,1,5
g02820,19,26
g02821,6,16
g02822,564,450
g02823,226,196
g02824,63,34
g02825,84,85
g02826,33,58
g02827,0,0
g02828,91,114
g02829,0,2
g02830,0,0
g02831,0,0
g02832,51,74
g02833,1255,870
g02834,1964,1702
g02835,269,260
g02836,67,88
g02837,728,580
g02838,1836,1629
g02839,4188,2137
g02840,1755,1215
g02841,951,791
g02842,161,249
g02843,0,0
g02844,1,0
g02845,695,840
g02846,11,15
g02847,0,0
g02848,65,83
g02849,17,18
g02850,231,166
g02851,134,125
g02852,41,71
g02853,706,737
g02854,1,6
g02855,2,2
g02856,691,839
g02857,2823,2504
g02858,399,362
g02859,5,2
g02860,2,0
g02861,1,2
g02862,142,119
g02863,1064,882
g02864,412,382
g02865,96,118
g02866,167,137
g02867,0,0
g02868,192,229
g02869,3,5
g02870,1,1
g02871,0,0
g02872,2,2
g02873,40,49
g02874,15,35
g02875,0,0
g02876,1,4
g02877,0,0
g02878,0,0
g02879,0,0
g02880,0,0
g02881,18,64
g02882,137,148
g02883,1235,974
g02884,38,65
g02885,24,93
g02886,34,39
g02887,111,124
g02888,18,21
g02889,0,4
g02890,2083,1868
g02891,62,79
g02892,5,3
g02893,3005,3943
g02894,0,0
g02895,1,2
g02896,2803,2318
g02897,5,7
g02898,68,68
g02899,57,49
g02900,49,25
g02901,15,23
g02902,560,492
g02903,1002,859
g02904,0,6
g02905,15,49
g02906,2,15
g02907,1,1
g02908,0,0
g02909,247,179
g02910,1059,663
g02911,123,111
g02912,192,138
g02913,83,77
g02914,2,7
g02915,83,77
g02916,0,0
g02917,43,27
g02918,0,0
g02919,151,281
g02920,125,199
g02921,2,3
g02922,1765,1141
g02923,860,704
g02924,0,0
g02925,2,5
g02926,850,774
g02927,11,11
g02928,2,1
g02929,34,28
g02930,248,329
g02931,6,6
g02932,1,3
g02933,0,2
g02934,9,10
g02935,0,0
g02936,28,39
g02937,7,1
g02938,25,33
g02939,17,177
g02940,0,0
g02941,466,525
g02942,0,0
g02943,0,1
g02944,1978,1421
g02945,790,627
g02946,81,66
g02947,182,375
g02948,0,0
g02949,242,187
g02950,21,44
g02951,105,81
g02952,279,261
g02953,0,1
g02954,0,1
g02955,0,0
g02956,3,4
g02957,20,9
g02958,1451,1004
g02959,0,0
g02960,106,115
g02961,533,464
g02962,4,53
g02963,4,16
g02964,13,14
g02965,214,187
g02966,383,272
g02967,0,0
g02968,0,0
g02969,65,48
g02970,418,383
g02971,6,61
g02972,0,0
g02973,0,1
g02974,1674,1541
g02975,99,88
g02976,59,44
g02977,10,5
g02978,333,285
g02979,4527,2778
g02980,640,377
g02981,3003,1375
g02982,14,7
g02983,0,1
g02984,1,1
g02985,62,71
g02986,14,15
g02987,0,0
g02988,0,0
g02989,0,0
g02990,0,0
g02991,0,0
g02992,1,1
g02993,0,0
g02994,0,1
g02995,0,0
g02996,2,8
g02997,6008,4125
g02998,10961,7413
g02999,16,20
g03000,1,4
g03001,699,577
g03002,252,330
g03003,154,313
g03004,5,14
g03005,0,0
g03006,0,0
g03007,1,0
g03008,0,0
g03009,0,0
g03010,0,0
g03011,0,0
g03012,1,2
g03013,0,0
g03014,0,0
g03015,0,0
g03016,0,3
g03017,148,206
g03018,351,410
g03019,0,0
g03020,0,0
g03021,0,0
g03022,0,0
g03023,0,0
g03024,0,0
g03025,0,0
g03026,0,0
g03027,0,0
g03028,0,0
g03029,0,0
g03030,0,0
g03031,0,0
g03032,0,0
g03033,0,0
g03034,4,31
g03035,0,2
g03036,714,661
g03037,0,0
g03038,7,11
g03039,95,133
g03040,0,0
g03041,137,203
g03042,0,0
g03043,620,730
g03044,63,37
g03045,986,818
g03046,78,80
g03047,9,3
g03048,397,356
g03049,2701,2515
g03050,0,0
g03051,1068,1146
g03052,766,539
g03053,13,105
g03054,13,33
g03055,2,1
g03056,1,1
g03057,8,3
g03058,20,17
g03059,0,0
g03060,0,0
g03061,0,1
g03062,0,0
g03063,0,0
g03064,0,0
g03065,0,0
g03066,3,1
g03067,0,0
g03068,0,0
g03069,2,1
g03070,331,245
g03071,36,153
g03072,137,184
g03073,2441,2581
g03074,1123,866
g03075,677,468
g03076,900,418
g03077,141,131
g03078,106,67
g03079,557,495
g03080,989,767
g03081,473,360
g03082,160,178
g03083,147,138
g03084,466,344
g03085,42,34
g03086,3560,2990
g03087,10,19
g03088,1,4
g03089,1,3
g03090,0,0
g03091,1050,961
g03092,18,34
g03093,1,1
g03094,1135,1195
g03095,226,419
g03096,15,16
g03097,1,0
g03098,1466,1466
g03099,3,9
g03100,3169,3413
g03101,1,9
g03102,150,124
g03103,1,1
g03104,0,0
g03105,1,4
g03106,0,0
g03107,12,15
g03108,0,0
g03109,4509,3406
g03110,1,0
g03111,258,236
g03112,0,1
g03113,2,2
g03114,265,206
g03115,0,0
g03116,11,14
g03117,0,0
g03118,27,59
g03119,95,41
g03120,1113,784
g03121,1069,824
g03122,180,309
g03123,0,0
g03124,0,0
g03125,0,0
g03126,18,67
g03127,4,22
g03128,1,0
g03129,256,294
g03130,977,663
g03131,143,189
g03132,0,0
g03133,8,12
g03134,928,403
g03135,22,20
g03136,411,415
g03137,93,297
g03138,1,6
g03139,211,56
g03140,6348,3690
g03141,3,6
g03142,40,84
g03143,2,5
g03144,1,1
g03145,748,738
g03146,1042,798
g03147,133,839
g03148,289,2262
g03149,1612,874
g03150,574,715
g03151,2,5
g03152,0,2
g03153,0,0
g03154,3,3
g03155,1233,801
g03156,265,254
g03157,149,162
g03158,9,7
g03159,163,112
g03160,1,2
g03161,1422,1796
g03162,28,32
g03163,0,0
g03164,147,113
g03165,191,240
g03166,42,53
g03167,0,3
g03168,2,13
g03169,4,11
g03170,1120,771
g03171,693,551
g03172,526,377
g03173,1317,707
g03174,0,1
g03175,0,0
g03176,0,0
g03177,0,0
g03178,0,0
g03179,0,0
g03180,0,0
g03181,0,0
g03182,0,0
g03183,0,0
g03184,0,0
g03185,0,0
g03186,0,0
g03187,0,0
g03188,0,0
g03189,0,0
g03190,0,0
g03191,0,0
g03192,0,0
g03193,0,0
g03194,0,0
g03195,0,0
g03196,0,0
g03197,0,0
g03198,0,0
g03199,0,0
g03200,0,0
g03201,0,0
g03202,0,0
g03203,9,17
g03204,25,20
g03205,76,55
g03206,0,0
g03207,1154,1148
g03208,44,69
g03209,12,15
g03210,313,415
g03211,0,3
g03212,3,7
g03213,269,220
g03214,21,48
g03215,0,3
g03216,82,77
g03217,2,5
g03218,7,6
g03219,365,313
g03220,102,91
g03221,208,201
g03222,146,125
g03223,1538,1248
g03224,17,17
g03225,1,3
g03226,0,0
g03227,243,249
g03228,254,181
g03229,80,60
g03230,35,88
g03231,24,31
g03232,0,2
g03233,1,0
g03234,0,0
g03235,0,0
g03236,5216,3936
g03237,66,62
g03238,8,46
g03239,187,177
g03240,39,45
g03241,320,354
g03242,63,48
g03243,0,2
g03244,154,140
g03245,5,17
g03246,6,13
g03247,165,238
g03248,8,14
g03249,1306,1278
g03250,2515,1819
g03251,28,27
g03252,304,230
g03253,505,401
g03254,317,357
g03255,17,10
g03256,703,727
g03257,0,0
g03258,952,659
g03259,985,696
g03260,49,58
g03261,0,0
g03262,79,96
g03263,316,302
g03264,126,110
g03265,0,1
g03266,93,85
g03267,270,249
g03268,475,244
g03269,75,30
g03270,1506,895
g03271,1116,833
g03272,1,0
g03273,1031,1177
g03274,9,1
g03275,787,465
g03276,132,80
g03277,1,0
g03278,7,9
g03279,0,0
g03280,0,0
g03281,15,155
g03282,189,168
g03283,0,2
g03284,17,25
g03285,901,708
g03286,618,414
g03287,490,303
g03288,4526,3047
g03289,49,34
g03290,170,178
g03291,234,244
g03292,21,58
g03293,47,42
g03294,87,78
g03295,16,28
g03296,113,152
g03297,1879,2276
g03298,27,68
g03299,4,13
g03300,2,4
g03301,553,467
g03302,548,463
g03303,15,26
g03304,1,4
g03305,157,122
g03306,8,10
g03307,6,11
g03308,1,4
g03309,59,95
g03310,89,102
g03311,19,24
g03312,3,6
g03313,343,275
g03314,25,25
g03315,144,159
g03316,0,0
g03317,0,0
g03318,11,150
g03319,209,215
g03320,67,105
g03321,12,10
g03322,0,3
g03323,0,5
g03324,396,447
g03325,10,10
g03326,0,3
g03327,0,0
g03328,4738,2542
g03329,4,9
g03330,469,370
g03331,29,64
g03332,0,0
g03333,0,0
g03334,0,4
g03335,1,3
g03336,5,9
g03337,73,60
g03338,255,394
g03339,1,0
g03340,0,0
g03341,0,4
g03342,1,1
g03343,184,483
g03344,20,68
g03345,0,1
g03346,431,258
g03347,7745,4205
g03348,17,13
g03349,53,42
g03350,0,0
g03351,2,1
g03352,82,149
g03353,15,22
g03354,4,3
g03355,212,191
g03356,6,21
g03357,29,20
g03358,23,250
g03359,8,10
g03360,3,4
g03361,2,6
g03362,0,1
g03363,236,323
g03364,5468,2712
g03365,956,511
g03366,993,699
g03367,0,0
g03368,5,16
g03369,24,22
g03370,12,8
g03371,335,378
g03372,3,5
g03373,119,165
g03374,21,94
g03375,459,260
g03376,37,44
g03377,15,4
g03378,588,634
g03379,1256,2258
g03380,1,6
g03381,6,4
g03382,5415,3162
g03383,9305,7535
g03384,13,6
g03385,0,0
g03386,115,82
g03387,521,494
g03388,24,28
g03389,4410,1755
g03390,868,1237
g03391,6,13
g03392,156,130
g03393,55,81
g03394,319,400
g03395,4,7
g03396,18,18
g03397,61,67
g03398,166,199
g03399,3,9
g03400,0,0
g03401,4,5
g03402,941,639
g03403,0,2
g03404,21,13
g03405,542,414
g03406,0,1
g03407,163,84
g03408,734,506
g03409,526,544
g03410,26,50
g03411,24,45
g03412,24,47
g03413,7,13
g03414,839,1131
g03415,0,2
g03416,498,694
